Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_00.jpk-force	0	0.000259261	-0.00130087	-9.25003e-09		8.51443e-07	2.00000	1.19872e-09	0.0792953	1.25192e-09	-2.05933	-1.73409e-08	0.00000	2.13862	2.93308e+06	2.93104e+06	109455	977013	36485.0	0.0373434	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_01.jpk-force	1	0.000260261	-0.00130087	-9.27375e-09		8.65695e-07	2.00000	1.19726e-09	0.147655	1.26282e-09	-2.52124	-1.92205e-08	0.00000	2.66889	2.75956e+06	2.75657e+06	128497	918856	42832.2	0.0466147	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_02.jpk-force	2	0.000261261	-0.00130087	-9.30364e-09		8.86371e-07	2.00000	1.19398e-09	0.0875315	1.28632e-09	-2.06399	-2.51548e-08	0.00000	2.15152	2.36432e+06	2.36265e+06	88762.0	787550	29587.3	0.0375688	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_03.jpk-force	3	0.000262261	-0.00130087	-9.32128e-09		8.93152e-07	2.00000	1.19056e-09	359.932	1.31060e-09	-0.991458	-2.20104e-08	0.00000	0.923426	2.47214e+06	2.47182e+06	39841.4	823941	13280.5	0.0161182	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_04.jpk-force	4	0.000263261	-0.00130087	-9.33576e-09		9.06517e-07	2.00000	1.19503e-09	0.107480	1.27868e-09	-2.21131	-1.82713e-08	0.00000	2.31879	2.78950e+06	2.78721e+06	112862	929072	37620.5	0.0404926	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_05.jpk-force	5	0.000263261	-0.00129987	-9.35598e-09		9.24666e-07	2.00000	1.19998e-09	0.0253462	1.24207e-09	-1.70729	-2.68103e-08	0.00000	1.73264	2.38444e+06	2.38335e+06	72095.0	794450	24031.7	0.0302494	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_06.jpk-force	6	0.000262261	-0.00129987	-9.38486e-09		1.56965e-06	2.00000	6.92678e-11	14.7541	9.51301e-09	-0.974457	-3.83545e-07	0.00000	15.7285	5103.54	4912.45	1383.47	1637.48	461.155	0.281624	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_07.jpk-force	7	0.000261261	-0.00129987	-9.40209e-09		1.65657e-06	2.00000	6.01423e-11	16.0400	9.57986e-09	-0.921958	-3.26987e-07	0.00000	16.9619	4710.23	4505.33	1374.14	1501.78	458.048	0.305004	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_08.jpk-force	8	0.000260261	-0.00129987	-9.41595e-09		9.25817e-07	2.00000	1.16025e-09	0.424210	1.53483e-09	-3.57601	-1.54869e-08	0.00000	4.00022	2.44947e+06	2.44350e+06	170876	814501	56958.6	0.0699307	0.00000
Chromosome2_2Hz-data-2023.06.06-11.25.32.555_09.jpk-force	9	0.000259261	-0.00129987	-9.44657e-09		9.32649e-07	2.00000	1.17383e-09	0.594694	1.43813e-09	-4.86589	-1.72716e-08	0.00000	5.46058	2.50526e+06	2.49389e+06	238403	831297	79467.6	0.0955947	0.00000
