Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_00.jpk-force	0	0.000287473	-0.00208389	-3.04750e-10		8.71063e-06	200.000	8.28850e-10	344.674	3.56997e-09	-23.9826	-1.45550e-06	0.00000	8.65691	106025	104817	15958.6	34939.0	5319.53	0.152252	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_01.jpk-force	1	0.000288473	-0.00208389	-3.11065e-10		9.05013e-06	200.000	8.80093e-10	346.192	3.23934e-09	-27.6426	-1.78931e-06	0.00000	13.8342	120551	117054	28825.2	39017.9	9608.41	0.246257	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_02.jpk-force	2	0.000289473	-0.00208389	-3.02922e-10		9.27738e-06	200.000	8.60215e-10	346.695	3.38425e-09	-27.8483	-2.01307e-06	0.00000	14.5437	111549	107975	28012.0	35991.5	9337.34	0.259432	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_03.jpk-force	3	0.000290473	-0.00208389	-3.15358e-10		9.16128e-06	200.000	8.95585e-10	344.997	3.09271e-09	-25.5656	-1.89137e-06	0.00000	10.5622	127767	125602	23420.0	41867.3	7806.68	0.186462	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_04.jpk-force	4	0.000291473	-0.00208389	-3.10228e-10		9.06868e-06	200.000	1.35972e-09	342.295	3.53841e-10	-177.761	-1.80221e-06	0.00000	160.056	1.70374e+06	-1.60156e+06	581161	-533853	193720	-0.362872	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_05.jpk-force	5	0.000291473	-0.00208289	-3.06352e-10		8.75554e-06	200.000	1.11029e-09	343.871	1.53284e-09	-30.5320	-1.48207e-06	0.00000	14.4027	329777	319412	82027.0	106471	27342.3	0.256806	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_06.jpk-force	6	0.000290473	-0.00208289	-3.04756e-10		8.74534e-06	200.000	8.25675e-10	348.957	3.70186e-09	-30.6138	-1.47383e-06	0.00000	19.5707	101642	95769.7	34046.9	31923.2	11349.0	0.355508	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_07.jpk-force	7	0.000289473	-0.00208289	-3.04683e-10		9.30333e-06	200.000	8.60616e-11	10.8823	9.05379e-09	-20.2185	-1.56978e-06	0.00000	31.1008	4289.08	3672.57	2215.50	1224.19	738.501	0.603258	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_08.jpk-force	8	0.000288473	-0.00208289	-3.14764e-10		9.32887e-06	200.000	7.31285e-11	15.9899	9.16183e-09	-20.1879	-1.73185e-06	0.00000	36.1778	3554.83	2869.42	2098.39	956.472	699.463	0.731295	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_09.jpk-force	9	0.000287473	-0.00208289	-3.12758e-10		9.03153e-06	200.000	9.03049e-10	344.906	3.04015e-09	-25.5234	-1.77444e-06	0.00000	10.4294	131921	129742	23880.9	43247.3	7960.29	0.184065	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_10.jpk-force	10	0.000287473	-0.00208189	-3.16392e-10		9.04066e-06	200.000	4.04536e-10	357.777	6.81561e-09	-25.3474	-1.76995e-06	0.00000	23.1240	26367.9	24249.4	10355.2	8083.13	3451.74	0.427031	0.00000
Chromosome10_200Hz-data-2023.06.06-16.12.35.920_11.jpk-force	11	0.000288473	-0.00208189	-3.14131e-10		9.03531e-06	200.000	1.51705e-10	11.1149	8.65344e-09	-21.9889	-1.57220e-06	0.00000	33.1038	7908.57	6624.87	4319.32	2208.29	1439.77	0.651986	0.00000
