Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_00.jpk-force	0	-7.74815e-05	-0.00113329	1.70478e-09		1.40031e-06	2.00000	1.44762e-09	359.802	5.65547e-10	179.669	-5.31986e-09	0.00000	-179.867	1.41237e+07	-1.41237e+07	-32877.3	-4.70790e+06	-10959.1	0.00232781	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_01.jpk-force	1	-7.62815e-05	-0.00113329	-4.44407e-10		1.42458e-06	2.00000	1.41064e-09	0.379566	3.12626e-10	-161.083	-1.26983e-08	0.00000	161.463	1.61380e+07	-1.53007e+07	5.13055e+06	-5.10024e+06	1.71018e+06	-0.335314	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_02.jpk-force	2	-7.50815e-05	-0.00113329	-5.17904e-10		1.43347e-06	2.00000	1.43381e-09	0.0684193	4.67396e-10	-174.391	-1.83924e-08	0.00000	174.459	9.12626e+06	-9.08362e+06	881145	-3.02787e+06	293715	-0.0970037	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_03.jpk-force	3	-7.38815e-05	-0.00113329	-5.34994e-10		1.70203e-06	2.00000	1.35000e-09	0.534790	1.93059e-10	-40.4360	-2.84060e-07	0.00000	40.9708	5.57966e+06	4.21289e+06	3.65844e+06	1.40430e+06	1.21948e+06	0.868393	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_04.jpk-force	4	-7.26815e-05	-0.00113329	-5.98821e-10		1.46323e-06	2.00000	1.21061e-09	1.66822	1.20336e-09	-13.9752	-4.25248e-08	0.00000	15.6434	1.97749e+06	1.90424e+06	533230	634747	177743	0.280022	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_05.jpk-force	5	-7.26815e-05	-0.00113209	-6.69355e-10		1.43912e-06	2.00000	1.43484e-09	0.119787	4.75877e-10	-173.339	-1.69021e-08	0.00000	173.458	9.35444e+06	-9.29354e+06	1.06569e+06	-3.09785e+06	355230	-0.114670	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_06.jpk-force	6	-7.38815e-05	-0.00113209	-7.32791e-10		2.29352e-06	2.00000	1.29377e-10	9.82051	9.07208e-09	-1.22577	-3.95743e-07	0.00000	11.0463	9865.37	9682.59	1890.22	3227.53	630.074	0.195219	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_07.jpk-force	7	-7.50815e-05	-0.00113209	-7.30582e-10		2.92449e-06	2.00000	1.29913e-10	10.4653	9.07043e-09	-1.29851	-1.38435e-06	0.00000	11.7638	6599.11	6460.51	1345.41	2153.50	448.471	0.208252	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_08.jpk-force	8	-7.62815e-05	-0.00113209	-7.49524e-10		3.82550e-06	2.00000	1.37253e-09	0.880620	1.87958e-10	-95.1140	-2.41317e-06	0.00000	95.9946	3.17118e+06	-331183	3.15384e+06	-110394	1.05128e+06	-9.52295	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_09.jpk-force	9	-7.74815e-05	-0.00113209	-7.42505e-10		3.83029e-06	2.00000	1.40874e-09	0.430246	3.02774e-10	-158.590	-2.41889e-06	0.00000	159.021	2.02036e+06	-1.88643e+06	723353	-628810	241118	-0.383451	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_10.jpk-force	10	-7.74815e-05	-0.00113089	-7.29104e-10		3.76097e-06	2.00000	1.42987e-09	0.374578	4.47903e-10	-166.900	-2.34520e-06	0.00000	167.275	1.38804e+06	-1.35395e+06	305747	-451315	101916	-0.225819	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_11.jpk-force	11	-7.62815e-05	-0.00113089	-7.00856e-10		3.35067e-06	2.00000	5.95301e-11	22.2946	9.60055e-09	-1.17959	-1.18873e-06	0.00000	23.4742	2948.50	2704.48	1174.50	901.493	391.499	0.434278	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_12.jpk-force	12	-7.50815e-05	-0.00113089	-7.17870e-10		3.50555e-06	2.00000	5.06115e-11	24.8950	9.66728e-09	-1.11567	-7.69352e-07	0.00000	26.0107	2815.04	2529.91	1234.50	843.305	411.501	0.487963	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_13.jpk-force	13	-7.38815e-05	-0.00113089	-7.03185e-10		2.90189e-06	2.00000	4.84748e-11	26.6554	9.68633e-09	-1.13335	-5.06675e-07	0.00000	27.7888	3131.91	2770.71	1460.14	923.570	486.712	0.526990	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_14.jpk-force	14	-7.26815e-05	-0.00113089	-6.73144e-10		1.51495e-06	2.00000	1.42350e-09	0.142601	3.94307e-10	-171.370	-9.54224e-08	0.00000	171.513	4.78625e+06	-4.73383e+06	706410	-1.57794e+06	235470	-0.149226	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_15.jpk-force	15	-7.26815e-05	-0.00112969	-6.86169e-10		2.35636e-06	2.00000	1.42997e-09	0.0129886	4.38685e-10	-175.331	-9.33598e-07	0.00000	175.344	1.65058e+06	-1.64513e+06	133986	-548377	44662.1	-0.0814442	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_16.jpk-force	16	-7.38815e-05	-0.00112969	-7.03574e-10		3.15959e-06	2.00000	3.56169e-11	25.3899	9.76675e-09	-0.845255	-5.00006e-07	0.00000	26.2352	2294.13	2057.81	1014.14	685.936	338.046	0.492824	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_17.jpk-force	17	-7.50815e-05	-0.00112969	-7.27669e-10		3.52832e-06	2.00000	3.97456e-11	24.7168	9.73826e-09	-0.905454	-5.37420e-07	0.00000	25.6223	2496.41	2250.92	1079.54	750.308	359.846	0.479598	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_18.jpk-force	18	-7.62815e-05	-0.00112969	-7.35961e-10		3.22714e-06	2.00000	4.34827e-11	24.4162	9.71302e-09	-0.967549	-9.47963e-07	0.00000	25.3838	2256.90	2039.02	967.488	679.672	322.496	0.474487	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_19.jpk-force	19	-7.74815e-05	-0.00112969	-7.37917e-10		1.45758e-06	2.00000	1.32251e-09	1.55578	4.58592e-10	-40.0798	-4.99793e-08	0.00000	41.6356	5.23636e+06	3.91358e+06	3.47899e+06	1.30453e+06	1.15966e+06	0.888954	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_20.jpk-force	20	-7.74815e-05	-0.00112849	-7.52762e-10		1.64413e-06	2.00000	1.43145e-09	0.150429	4.52019e-10	-172.274	-2.35957e-07	0.00000	172.424	2.74559e+06	-2.72162e+06	361961	-907208	120654	-0.132994	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_21.jpk-force	21	-7.62815e-05	-0.00112849	-7.51509e-10		2.85943e-06	2.00000	1.43662e-09	0.118103	4.88754e-10	-173.563	-1.44515e-06	0.00000	173.682	1.34393e+06	-1.33577e+06	147906	-445256	49302.1	-0.110728	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_22.jpk-force	22	-7.50815e-05	-0.00112849	-7.59847e-10		3.15791e-06	2.00000	7.36364e-11	24.2165	9.51379e-09	-1.52604	-1.18604e-06	0.00000	25.7426	3682.35	3316.89	1599.35	1105.63	533.116	0.482183	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_23.jpk-force	23	-7.38815e-05	-0.00112849	-7.60317e-10		1.42306e-06	2.00000	1.44697e-09	359.541	5.63288e-10	174.765	-1.27393e-08	0.00000	-175.224	9.17255e+06	-9.14070e+06	-763710	-3.04690e+06	-254570	0.0835505	0.00000
Chromosome14_2Hz-data-2023.06.07-10.37.08.480_24.jpk-force	24	-7.26815e-05	-0.00112849	-7.84029e-10		1.45439e-06	2.00000	1.40578e-09	0.219147	2.70435e-10	-164.415	-4.05634e-08	0.00000	164.635	1.04580e+07	-1.00842e+07	2.77112e+06	-3.36140e+06	923705	-0.274798	0.00000
