Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_00.jpk-force	0	0.000276847	-0.00190085	-4.51171e-09		8.56032e-06	20.0000	7.80054e-11	9.99671	9.44570e-09	-2.53705	-1.25409e-06	0.00000	12.5338	3880.68	3788.19	842.164	1262.73	280.721	0.222313	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_01.jpk-force	1	0.000277847	-0.00190085	-4.49717e-09		9.21550e-06	20.0000	8.00119e-11	8.78763	9.42849e-09	-2.47699	-1.91796e-06	0.00000	11.2646	3739.41	3667.37	730.458	1222.46	243.486	0.199178	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_02.jpk-force	2	0.000278847	-0.00190085	-4.50832e-09		9.21169e-06	20.0000	1.69075e-10	6.62346	8.78323e-09	-3.00627	-2.02479e-06	0.00000	9.62972	8444.06	8325.08	1412.52	2775.03	470.841	0.169671	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_03.jpk-force	3	0.000279847	-0.00190085	-4.50809e-09		8.87499e-06	20.0000	1.29867e-09	359.131	5.47587e-10	-18.5912	-1.76825e-06	0.00000	17.7226	1.05370e+06	1.00369e+06	320754	334563	106918	0.319575	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_04.jpk-force	4	0.000280847	-0.00190085	-4.50448e-09		8.87293e-06	20.0000	1.20182e-09	1.62788	1.35275e-09	-24.8145	-1.76224e-06	0.00000	26.4424	394873	353563	175836	117854	58612.1	0.497327	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_05.jpk-force	5	0.000280847	-0.00189985	-4.50648e-09		8.67006e-06	20.0000	1.23654e-09	359.080	9.87636e-10	-10.2066	-1.55744e-06	0.00000	9.28625	565597	558184	91268.6	186061	30422.9	0.163510	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_06.jpk-force	6	0.000279847	-0.00189985	-4.51172e-09		8.91476e-06	20.0000	2.04831e-10	4.94613	8.51848e-09	-3.01250	-1.76918e-06	0.00000	7.95864	10682.6	10579.7	1479.09	3526.56	493.030	0.139805	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_07.jpk-force	7	0.000278847	-0.00189985	-4.51411e-09		8.91921e-06	20.0000	4.29779e-11	19.3585	9.70982e-09	-2.48120	-1.36387e-06	0.00000	21.8397	2045.06	1898.28	760.783	632.760	253.594	0.400775	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_08.jpk-force	8	0.000277847	-0.00189985	-4.52224e-09		9.28483e-06	20.0000	6.65691e-11	12.8688	9.53213e-09	-2.55558	-1.64760e-06	0.00000	15.4244	3129.83	3017.10	832.430	1005.70	277.477	0.275904	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_09.jpk-force	9	0.000276847	-0.00189985	-4.52243e-09		9.57456e-06	20.0000	7.70680e-11	9.13697	9.44981e-09	-2.46430	-1.99068e-06	0.00000	11.6013	3582.26	3509.08	720.391	1169.69	240.130	0.205294	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_10.jpk-force	10	0.000276847	-0.00189885	-4.52966e-09		9.30806e-06	20.0000	3.92741e-11	16.3258	9.72956e-09	-2.33549	-1.63114e-06	0.00000	18.6613	1811.50	1716.26	579.629	572.087	193.210	0.337728	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_11.jpk-force	11	0.000277847	-0.00189885	-4.53003e-09		9.26294e-06	20.0000	4.02193e-11	19.9586	9.72975e-09	-2.44523	-1.46153e-06	0.00000	22.4038	1886.36	1743.98	718.951	581.326	239.650	0.412248	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_12.jpk-force	12	0.000278847	-0.00189885	-4.52916e-09		9.54694e-06	20.0000	4.52493e-11	17.0052	9.68916e-09	-2.43682	-1.75694e-06	0.00000	19.4420	2076.40	1958.01	691.137	652.669	230.379	0.352980	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_13.jpk-force	13	0.000279847	-0.00189885	-4.52511e-09		8.91501e-06	20.0000	6.44763e-11	16.5141	9.55620e-09	-2.71598	-1.59812e-06	0.00000	19.2301	3036.52	2867.09	1000.12	955.697	333.372	0.348826	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_14.jpk-force	14	0.000280847	-0.00189885	-4.52259e-09		8.91308e-06	20.0000	2.31192e-10	3.89664	8.32428e-09	-2.98650	-1.77808e-06	0.00000	6.88314	12331.8	12242.9	1477.90	4080.97	492.633	0.120715	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_15.jpk-force	15	0.000280847	-0.00189785	-4.51617e-09		9.13590e-06	20.0000	1.04100e-09	4.82157	2.60662e-09	-21.5439	-2.02647e-06	0.00000	26.3655	175175	156953	77794.6	52317.8	25931.5	0.495654	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_16.jpk-force	16	0.000279847	-0.00189785	-4.52854e-09		8.86961e-06	20.0000	2.04995e-10	6.53074	8.52383e-09	-3.29521	-1.67162e-06	0.00000	9.82595	10757.8	10600.0	1835.88	3533.33	611.961	0.173196	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_17.jpk-force	17	0.000278847	-0.00189785	-4.53949e-09		8.92809e-06	20.0000	8.79210e-11	15.1895	9.39004e-09	-2.97160	-1.60846e-06	0.00000	18.1611	4210.08	4000.35	1312.24	1333.45	437.412	0.328031	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_18.jpk-force	18	0.000277847	-0.00189785	-4.54181e-09		9.18044e-06	20.0000	7.47340e-11	19.2032	9.49399e-09	-2.99449	-1.73405e-06	0.00000	22.1977	3505.24	3245.46	1324.29	1081.82	441.431	0.408045	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_19.jpk-force	19	0.000276847	-0.00189785	-4.54353e-09		9.19788e-06	20.0000	4.77005e-11	19.5309	9.67812e-09	-2.56346	-1.61481e-06	0.00000	22.0943	2214.92	2052.27	833.105	684.091	277.702	0.405942	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_20.jpk-force	20	0.000276847	-0.00189685	-4.52870e-09		8.83646e-06	20.0000	1.34178e-09	358.760	2.30898e-10	-27.3113	-1.74949e-06	0.00000	26.0711	2.58500e+06	2.32197e+06	1.13607e+06	773992	378690	0.489269	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_21.jpk-force	21	0.000277847	-0.00189685	-4.53401e-09		8.89777e-06	20.0000	1.29594e-09	358.952	5.57920e-10	-15.1516	-1.79996e-06	0.00000	14.1039	1.02999e+06	998943	250990	332981	83663.2	0.251255	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_22.jpk-force	22	0.000278847	-0.00189685	-4.53054e-09		8.93516e-06	20.0000	1.32673e-09	358.961	3.45024e-10	-24.4668	-1.83463e-06	0.00000	23.4280	1.70169e+06	1.56141e+06	676586	520468	225529	0.433318	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_23.jpk-force	23	0.000279847	-0.00189685	-4.52929e-09		8.91708e-06	20.0000	1.33218e-09	358.799	2.97576e-10	-22.7084	-1.81177e-06	0.00000	21.5077	1.98372e+06	1.84559e+06	727284	615197	242428	0.394066	0.00000
Chromosome9_20Hz-data-2023.06.06-15.46.27.799_24.jpk-force	24	0.000280847	-0.00189685	-4.52684e-09		9.17860e-06	20.0000	1.35911e-09	358.726	1.26162e-10	-51.8192	-2.06912e-06	0.00000	50.5451	4.71799e+06	2.99814e+06	3.64288e+06	999382	1.21429e+06	1.21504	0.00000
