Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_00.jpk-force	0	-0.000106984	-0.00109731	-3.37120e-11		1.59583e-06	2.00000	1.42707e-09	0.186816	4.21034e-10	-170.810	8.47738e-10	0.00000	170.997							0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_01.jpk-force	1	-0.000106184	-0.00109731	-2.11913e-09		3.89944e-06	2.00000	1.35823e-09	0.294558	1.20819e-10	-44.1422	-2.26972e-06	0.00000	44.4368	4.89566e+06	3.49562e+06	3.42756e+06	1.16521e+06	1.14252e+06	0.980531	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_02.jpk-force	2	-0.000105384	-0.00109731	-2.16301e-09		3.73655e-06	2.00000	1.36855e-09	0.429587	1.08910e-10	-83.9473	-2.09328e-06	0.00000	84.3769	5.49877e+06	538794	5.47231e+06	179598	1.82410e+06	10.1566	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_03.jpk-force	3	-0.000104584	-0.00109731	-2.33916e-09		3.46655e-06	2.00000	1.32056e-09	1.42645	4.55481e-10	-36.8615	-1.81224e-06	0.00000	38.2880	1.28467e+06	1.00835e+06	796000	336116	265333	0.789411	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_04.jpk-force	4	-0.000103784	-0.00109731	-2.42351e-09		3.76531e-06	2.00000	1.34820e-09	1.33379	3.08461e-10	-58.2453	-2.09909e-06	0.00000	59.5791	1.91226e+06	968268	1.64899e+06	322756	549665	1.70304	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_05.jpk-force	5	-0.000103784	-0.00109651	-2.29033e-09		4.29792e-06	2.00000	2.42468e-11	10.5778	9.82677e-09	-0.378513	-1.38731e-06	0.00000	10.9563	1136.40	1115.69	215.985	371.896	71.9949	0.193589	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_06.jpk-force	6	-0.000104584	-0.00109651	-3.51818e-09		5.79723e-06	2.00000	1.42073e-11	4.44745	9.89710e-09	-0.228259	-3.57767e-07	0.00000	4.67571	1036.21	1032.76	84.4674	344.253	28.1558	0.0817881	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_07.jpk-force	7	-0.000105384	-0.00109651	-2.46822e-09		5.41028e-06	2.00000	4.17896e-11	10.4633	9.70110e-09	-0.517420	-1.18435e-06	0.00000	10.9807	2050.10	2012.56	390.501	670.855	130.167	0.194032	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_08.jpk-force	8	-0.000106184	-0.00109651	-2.47964e-09		5.12130e-06	2.00000	3.79900e-11	11.3187	9.72911e-09	-0.510499	-1.11693e-06	0.00000	11.8292	1884.41	1844.39	386.294	614.795	128.765	0.209443	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_09.jpk-force	9	-0.000106984	-0.00109651	-2.44059e-09		3.57566e-06	2.00000	1.40433e-09	0.0279405	2.52796e-10	-171.324	-1.86810e-06	0.00000	171.352	2.45395e+06	-2.42605e+06	368994	-808683	122998	-0.152096	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_10.jpk-force	10	-0.000106984	-0.00109571	-2.47794e-09		3.51704e-06	2.00000	1.31546e-09	0.324125	4.08356e-10	-12.3705	-1.79604e-06	0.00000	12.6946	1.42876e+06	1.39384e+06	313977	464613	104659	0.225260	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_11.jpk-force	11	-0.000106184	-0.00109571	-2.46938e-09		3.92865e-06	2.00000	3.20242e-11	12.8117	9.77291e-09	-0.493662	-8.50112e-07	0.00000	13.3054	1706.55	1660.75	392.748	553.582	130.916	0.236489	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_12.jpk-force	12	-0.000105384	-0.00109571	-2.50770e-09		4.60468e-06	2.00000	3.43298e-11	11.9533	9.75581e-09	-0.495103	-1.20543e-06	0.00000	12.4484	1667.99	1628.78	359.552	542.926	119.851	0.220749	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_13.jpk-force	13	-0.000104584	-0.00109571	-2.51193e-09		4.83153e-06	2.00000	3.92319e-11	11.5030	9.72035e-09	-0.527365	-1.54498e-06	0.00000	12.0304	1825.49	1785.39	380.486	595.131	126.829	0.213110	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_14.jpk-force	14	-0.000103784	-0.00109571	-2.50460e-09		4.93104e-06	2.00000	5.02071e-11	11.3925	9.64193e-09	-0.623929	-1.88617e-06	0.00000	12.0164	2298.07	2247.72	478.441	749.239	159.480	0.212856	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_15.jpk-force	15	-0.000103784	-0.00109491	-2.50556e-09		4.88508e-06	2.00000	4.64436e-11	10.6669	9.66795e-09	-0.565799	-1.85225e-06	0.00000	11.2327	2123.83	2083.15	413.711	694.383	137.904	0.198599	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_16.jpk-force	16	-0.000104584	-0.00109491	-2.54167e-09		4.65512e-06	2.00000	2.72549e-11	9.18708	9.80441e-09	-0.376300	-1.59249e-06	0.00000	9.56338	1251.71	1234.31	207.956	411.437	69.3188	0.168480	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_17.jpk-force	17	-0.000105384	-0.00109491	-2.54585e-09		4.28689e-06	2.00000	3.82707e-11	10.7572	9.72653e-09	-0.499266	-1.12734e-06	0.00000	11.2565	1894.53	1858.08	369.816	619.362	123.272	0.199031	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_18.jpk-force	18	-0.000106184	-0.00109491	-2.56040e-09		4.29239e-06	2.00000	1.10440e-11	11.5203	9.92168e-09	-0.280276	-9.07637e-07	0.00000	11.8006	568.314	556.303	116.224	185.434	38.7412	0.208922	0.00000
Chromosome16_2Hz-data-2023.06.07-11.04.40.277_19.jpk-force	19	-0.000106984	-0.00109491	-2.56632e-09		3.53493e-06	2.00000	5.31675e-11	11.2096	9.62057e-09	-0.644907	-1.08537e-06	0.00000	11.8545	2686.13	2628.84	551.805	876.281	183.935	0.209904	0.00000
