Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_00.jpk-force	0	0.000126123	-0.00193556	-2.80625e-09		8.39805e-06	20.0000	1.36336e-09	359.645	2.62427e-10	-79.8392	-1.56065e-06	0.00000	79.4844	2.34619e+06	428190	2.30679e+06	142730	768930	5.38731	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_01.jpk-force	1	0.000127323	-0.00193556	-2.80342e-09		8.04463e-06	20.0000	7.58404e-11	15.7670	9.47526e-09	-2.84629	-1.07348e-06	0.00000	18.6133	3901.30	3697.24	1245.21	1232.41	415.071	0.336795	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_02.jpk-force	2	0.000128523	-0.00193556	-2.80500e-09		8.69650e-06	20.0000	4.31745e-11	23.2707	9.71738e-09	-2.61603	-1.73371e-06	0.00000	25.8868	1978.50	1779.98	863.802	593.326	287.934	0.485288	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_03.jpk-force	3	0.000129723	-0.00193556	-2.83696e-09		8.32319e-06	20.0000	1.37661e-09	358.785	1.14631e-10	-115.485	-1.46344e-06	0.00000	114.270	5.47903e+06	-2.25208e+06	4.99479e+06	-750692	1.66493e+06	-2.21786	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_04.jpk-force	4	0.000130923	-0.00193556	-2.80071e-09		8.66276e-06	20.0000	1.37830e-09	358.723	1.14556e-10	-122.661	-1.79666e-06	0.00000	121.384	5.33621e+06	-2.77893e+06	4.55551e+06	-926309	1.51850e+06	-1.63931	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_05.jpk-force	5	0.000130923	-0.00193436	-2.79352e-09		8.72498e-06	20.0000	1.37515e-09	359.114	1.69451e-10	-103.619	-1.85598e-06	0.00000	102.733	3.58715e+06	-790654	3.49893e+06	-263551	1.16631e+06	-4.42536	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_06.jpk-force	6	0.000129723	-0.00193436	-2.80095e-09		8.37805e-06	20.0000	1.32927e-09	359.750	4.04295e-10	-43.3903	-1.51159e-06	0.00000	43.1400	1.49215e+06	1.08880e+06	1.02030e+06	362932	340102	0.937094	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_07.jpk-force	7	0.000128523	-0.00193436	-2.81269e-09		8.93899e-06	20.0000	4.48512e-11	20.4073	9.69913e-09	-2.53704	-1.32376e-06	0.00000	22.9444	2148.94	1978.92	837.736	659.640	279.245	0.423329	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_08.jpk-force	8	0.000127323	-0.00193436	-2.82428e-09		9.33105e-06	20.0000	4.43583e-11	20.8429	9.70387e-09	-2.55054	-1.72415e-06	0.00000	23.3935	2036.92	1869.49	808.746	623.162	269.582	0.432603	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_09.jpk-force	9	0.000126123	-0.00193436	-2.82035e-09		8.96032e-06	20.0000	7.39959e-11	17.5154	9.49348e-09	-2.90319	-1.94754e-06	0.00000	20.4186	3429.92	3214.42	1196.62	1071.47	398.873	0.372266	0.00000
Chromosome6_20Hz-data-2023.06.06-15.17.03.595_10.jpk-force	10	0.000126123	-0.00193316	-2.81606e-09		8.93738e-06	20.0000	7.87076e-11	17.4046	9.46054e-09	-2.97144	-1.73118e-06	0.00000	20.3760	3705.39	3473.54	1290.14	1157.85	430.047	0.371420	0.00000
