Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_00.jpk-force	0	-7.74815e-05	-0.00113329	1.26026e-09		1.41743e-06	200.000	1.39086e-09	339.905	6.19889e-10	150.563	-2.87419e-09	0.00000	-170.658	1.68353e+07	-1.66120e+07	-2.73289e+06	-5.53734e+06	-910964	0.164513	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_01.jpk-force	1	-7.62815e-05	-0.00113329	-8.44898e-10		2.35568e-06	200.000	1.38099e-09	340.830	5.37510e-10	167.707	-9.31124e-07	0.00000	173.123	1.30196e+06	-1.29259e+06	155888	-430864	51962.7	-0.120601	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_02.jpk-force	2	-7.50815e-05	-0.00113329	-8.49921e-10		3.06581e-06	200.000	1.37171e-09	341.470	4.94035e-10	-179.084	-1.64060e-06	0.00000	160.554	1.24506e+06	-1.17404e+06	414507	-391346	138169	-0.353061	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_03.jpk-force	3	-7.38815e-05	-0.00113329	-8.44696e-10		2.58277e-06	200.000	1.36280e-09	341.048	4.23163e-10	174.285	-1.15447e-06	0.00000	166.763	1.54185e+06	-1.50088e+06	353059	-500294	117686	-0.235234	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_04.jpk-force	4	-7.26815e-05	-0.00113329	-8.40706e-10		2.04827e-06	200.000	1.19725e-09	343.206	9.13654e-10	-46.4073	-6.17214e-07	0.00000	29.6134	760870	661484	375981	220495	125327	0.568389	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_05.jpk-force	5	-7.26815e-05	-0.00113209	-8.37158e-10		1.47514e-06	200.000	1.37621e-09	341.372	5.18190e-10	177.266	-4.83734e-08	0.00000	164.106	4.90016e+06	-4.71282e+06	1.34196e+06	-1.57094e+06	447320	-0.284746	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_06.jpk-force	6	-7.38815e-05	-0.00113209	-8.42070e-10		2.30171e-06	200.000	2.09176e-10	352.185	8.06932e-09	-21.4689	-3.93401e-07	0.00000	13.6536	17976.9	17468.9	4243.45	5822.95	1414.48	0.242915	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_07.jpk-force	7	-7.50815e-05	-0.00113209	-8.44941e-10		2.64828e-06	200.000	1.76182e-10	355.111	8.30659e-09	-21.7665	-1.06692e-06	0.00000	16.8773	10354.3	9908.35	3006.10	3302.78	1002.03	0.303390	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_08.jpk-force	8	-7.62815e-05	-0.00113209	-8.49938e-10		2.21217e-06	200.000	1.32136e-09	341.690	2.16166e-10	-135.832	-7.96061e-07	0.00000	117.522	3.25037e+06	-1.50195e+06	2.88255e+06	-500651	960848	-1.91920	0.00000
Chromosome14_200Hz-data-2023.06.07-10.40.39.317_09.jpk-force	9	-7.74815e-05	-0.00113209	-8.51059e-10		1.74821e-06	200.000	1.38583e-09	340.756	5.73081e-10	165.954	-3.39670e-07	0.00000	174.802	1.78479e+06	-1.77745e+06	161698	-592482	53899.2	-0.0909719	0.00000
