Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_00.jpk-force	0	3.73776e-05	-0.00110862	-4.13624e-09		3.18621e-06	200.000	1.16943e-09	343.301	1.10147e-09	-40.4503	-9.34120e-07	0.00000	23.7509	537519	491993	216492	163998	72163.9	0.440029	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_01.jpk-force	1	3.81776e-05	-0.00110862	-4.16384e-09		2.27027e-06	200.000	1.17658e-09	342.192	9.95142e-10	-32.6453	-1.55995e-08	0.00000	14.8372	3.81728e+06	3.69001e+06	977503	1.23000e+06	325834	0.264906	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_02.jpk-force	2	3.89776e-05	-0.00110862	-4.20422e-09		3.82668e-06	200.000	1.10622e-09	343.609	1.53707e-09	-35.2279	-1.56878e-06	0.00000	18.8365	324768	307375	104857	102458	34952.4	0.341138	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_03.jpk-force	3	3.97776e-05	-0.00110862	-4.12714e-09		3.64833e-06	200.000	1.19918e-09	341.580	8.13494e-10	-30.0555	-1.38669e-06	0.00000	11.6355	678975	665022	136939	221674	45646.3	0.205916	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_04.jpk-force	4	4.05776e-05	-0.00110862	-4.13630e-09		3.79179e-06	200.000	1.13715e-09	342.922	1.30411e-09	-34.7367	-1.52260e-06	0.00000	17.6586	395278	376653	119906	125551	39968.6	0.318345	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_05.jpk-force	5	4.05776e-05	-0.00110782	-4.14010e-09		3.75835e-06	200.000	1.10012e-09	342.447	1.55094e-09	-28.6601	-1.49504e-06	0.00000	11.1075	322484	316443	62126.6	105481	20708.9	0.196328	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_06.jpk-force	6	3.97776e-05	-0.00110782	-4.13754e-09		3.74258e-06	200.000	1.17960e-09	341.854	9.58898e-10	-30.3262	-1.48192e-06	0.00000	12.1801	560083	547475	118169	182492	39389.8	0.215844	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_07.jpk-force	7	3.89776e-05	-0.00110782	-4.14654e-09		4.02671e-06	200.000	1.91916e-10	358.274	8.23360e-09	-22.2445	-1.51863e-06	0.00000	20.5180	10570.6	9900.01	3705.01	3300.00	1235.00	0.374243	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_08.jpk-force	8	3.81776e-05	-0.00110782	-4.15226e-09		4.37861e-06	200.000	1.16806e-10	0.907378	8.77630e-09	-21.0183	-1.06740e-06	0.00000	21.9257	6496.59	6026.68	2425.85	2008.89	808.616	0.402518	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_09.jpk-force	9	3.73776e-05	-0.00110782	-4.15464e-09		3.72828e-06	200.000	1.22660e-09	341.597	6.22308e-10	-33.8693	-1.46603e-06	0.00000	15.4663	899012	866457	239741	288819	79913.6	0.276691	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_10.jpk-force	10	3.73776e-05	-0.00110702	-4.15320e-09		3.83264e-06	200.000	1.31826e-10	1.95708	8.65689e-09	-21.6715	-1.49866e-06	0.00000	23.6286	6920.42	6340.23	2773.75	2113.41	924.582	0.437484	0.00000
Chromosome20_200Hz-data-2023.06.07-11.49.18.504_11.jpk-force	11	3.81776e-05	-0.00110702	-4.15314e-09		4.35345e-06	200.000	1.32949e-10	359.660	8.64723e-09	-21.0537	-9.05104e-07	0.00000	20.7139	7856.27	7348.43	2778.77	2449.48	926.258	0.378145	0.00000
