Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_00.jpk-force	0	0.000287473	-0.00208389	-1.43576e-10		8.97649e-06	2.00000	7.92436e-10	3.55538	4.24566e-09	-5.26990	-1.73555e-06	0.00000	8.82528	83104.1	82120.2	12750.0	27373.4	4250.00	0.155260	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_01.jpk-force	1	0.000288473	-0.00208389	-1.81376e-10		8.34296e-06	2.00000	8.75599e-10	3.34369	3.64278e-09	-6.37145	-1.09543e-06	0.00000	9.71514	116559	114887	19669.3	38295.7	6556.42	0.171205	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_02.jpk-force	2	0.000289473	-0.00208389	-1.88011e-10		7.25569e-06	2.00000	1.06715e-09	2.19575	2.24127e-09	-8.46394	-8.00202e-09	0.00000	10.6597	2.14324e+06	2.10625e+06	396446	702084	132149	0.188223	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_03.jpk-force	3	0.000290473	-0.00208389	-1.27638e-10		9.28710e-06	2.00000	8.46425e-10	3.06720	3.84816e-09	-5.39644	-2.03170e-06	0.00000	8.46364	96460.1	95409.5	14197.2	31803.2	4732.39	0.148802	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_04.jpk-force	4	0.000291473	-0.00208389	-1.38024e-10		8.72654e-06	2.00000	1.37593e-09	0.0937047	6.41741e-11	-131.818	-1.47655e-06	0.00000	131.912	9.76756e+06	-6.52459e+06	7.26877e+06	-2.17486e+06	2.42292e+06	-1.11406	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_05.jpk-force	5	0.000291473	-0.00208289	-1.50906e-10		8.75662e-06	2.00000	1.25447e-09	1.47446	8.88004e-10	-17.5032	-1.50247e-06	0.00000	18.9776	641742	606861	208694	202287	69564.7	0.343891	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_06.jpk-force	6	0.000290473	-0.00208289	-1.55392e-10		8.78646e-06	2.00000	9.27263e-10	4.82240	3.31102e-09	-10.4486	-1.53620e-06	0.00000	15.2710	126777	122301	33391.2	40767.0	11130.4	0.273024	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_07.jpk-force	7	0.000289473	-0.00208289	-1.59464e-10		9.34576e-06	2.00000	3.72813e-11	7.25688	9.73083e-09	-0.385660	-1.59630e-06	0.00000	7.64255	1724.54	1709.22	229.350	569.739	76.4500	0.134184	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_08.jpk-force	8	0.000288473	-0.00208289	-7.02887e-11		8.56625e-06	2.00000	2.50940e-11	9.41679	9.82006e-09	-0.356251	-9.09453e-07	0.00000	9.77304	1303.90	1284.98	221.332	428.327	73.7775	0.172246	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_09.jpk-force	9	0.000287473	-0.00208289	-1.74579e-10		8.71867e-06	2.00000	9.38804e-10	2.60871	3.17369e-09	-6.20856	-1.47702e-06	0.00000	8.81727	134752	133160	20655.3	44386.6	6885.11	0.155117	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_10.jpk-force	10	0.000287473	-0.00208189	-1.72601e-10		8.74771e-06	2.00000	3.82055e-10	6.46057	7.23774e-09	-2.73331	-1.49404e-06	0.00000	9.19388	24001.2	23692.9	3834.81	7897.62	1278.27	0.161855	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_11.jpk-force	11	0.000288473	-0.00208189	-1.76640e-10		8.75260e-06	2.00000	6.86987e-11	7.66710	9.50406e-09	-0.591726	-1.30462e-06	0.00000	8.25882	3368.90	3333.96	483.925	1111.32	161.308	0.145150	0.00000
Chromosome10_2Hz-data-2023.06.06-16.08.54.068_12.jpk-force	12	0.000289473	-0.00208189	-1.92715e-10		8.72075e-06	2.00000	3.88508e-11	8.44962	9.72032e-09	-0.429701	-1.11203e-06	0.00000	8.87932	1930.93	1907.79	298.047	635.931	99.3490	0.156226	0.00000
