Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_00.jpk-force	0	-0.00232813	9.69978e-05	-7.60947e-10		7.20579e-06	2.00000	1.39860e-09	0.602434	2.49565e-10	-146.245	-8.00742e-09	0.00000	146.848	2.52175e+07	-2.11127e+07	1.37905e+07	-7.03755e+06	4.59684e+06	-0.653188	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_01.jpk-force	1	-0.00232693	9.69978e-05	-9.91905e-10		9.22434e-06	2.00000	1.39357e-09	1.38523	3.24445e-10	-121.298	-2.02325e-06	0.00000	122.683	1.88425e+06	-1.01748e+06	1.58592e+06	-339159	528640	-1.55868	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_02.jpk-force	2	-0.00232573	9.69978e-05	-9.67980e-10		7.25966e-06	2.00000	1.39006e-09	0.610706	2.01469e-10	-136.156	-5.47280e-08	0.00000	136.766	1.19832e+07	-8.73055e+06	8.20822e+06	-2.91018e+06	2.73607e+06	-0.940172	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_03.jpk-force	3	-0.00232453	9.69978e-05	-9.63568e-10		7.22860e-06	2.00000	1.42725e-09	0.633778	4.41765e-10	-160.610	-2.22276e-08	0.00000	161.244	8.74960e+06	-8.28498e+06	2.81330e+06	-2.76166e+06	937767	-0.339566	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_04.jpk-force	4	-0.00232333	9.69978e-05	-9.69086e-10		7.24936e-06	2.00000	1.41358e-09	1.24323	4.05663e-10	-140.981	-4.20091e-08	0.00000	142.224	6.89075e+06	-5.44653e+06	4.22110e+06	-1.81551e+06	1.40703e+06	-0.775007	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_05.jpk-force	5	-0.00232333	9.81978e-05	-9.71721e-10		7.23906e-06	2.00000	1.39937e-09	0.424220	2.38922e-10	-153.391	-2.81174e-08	0.00000	153.815	1.41191e+07	-1.26701e+07	6.23032e+06	-4.22336e+06	2.07677e+06	-0.491735	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_06.jpk-force	6	-0.00232453	9.81978e-05	-9.78597e-10		7.22488e-06	2.00000	1.37948e-09	0.919787	2.04482e-10	-109.234	-1.55415e-08	0.00000	110.153	2.18213e+07	-7.51815e+06	2.04852e+07	-2.50605e+06	6.82841e+06	-2.72477	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_07.jpk-force	7	-0.00232573	9.81978e-05	-9.81845e-10		8.22814e-06	2.00000	3.18879e-11	7.72115	9.77007e-09	-0.366311	-7.86943e-07	0.00000	8.08746	1742.01	1724.69	245.074	574.896	81.6915	0.142098	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_08.jpk-force	8	-0.00232693	9.81978e-05	-9.88968e-10		8.08356e-06	2.00000	9.65511e-11	4.84504	9.29871e-09	-0.558530	-2.70176e-07	0.00000	5.40357	8471.36	8433.71	797.751	2811.24	265.917	0.0945907	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_09.jpk-force	9	-0.00232813	9.81978e-05	-9.95448e-10		7.68136e-06	2.00000	1.13678e-10	5.68492	9.17555e-09	-0.708753	-2.89850e-07	0.00000	6.39367	9798.08	9737.14	1091.11	3245.71	363.702	0.112056	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_10.jpk-force	10	-0.00232813	9.93978e-05	-9.92204e-10		7.94471e-06	2.00000	8.98897e-11	7.34178	9.35051e-09	-0.706296	-5.48767e-07	0.00000	8.04808	5833.11	5775.66	816.659	1925.22	272.220	0.141397	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_11.jpk-force	11	-0.00232693	9.93978e-05	-9.94664e-10		8.63182e-06	2.00000	5.20200e-11	6.84179	9.62382e-09	-0.453649	-5.54949e-07	0.00000	7.29544	3265.81	3239.37	414.711	1079.79	138.237	0.128022	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_12.jpk-force	12	-0.00232573	9.93978e-05	-9.88966e-10		8.35027e-06	2.00000	6.27047e-11	4.98469	9.54488e-09	-0.425525	-5.42791e-07	0.00000	5.41022	4002.92	3985.09	377.419	1328.36	125.806	0.0947078	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_13.jpk-force	13	-0.00232453	9.93978e-05	-9.90660e-10		7.95618e-06	2.00000	1.38678e-09	0.427684	1.61971e-10	-138.675	-7.35906e-07	0.00000	139.103	4.67256e+06	-3.53191e+06	3.05915e+06	-1.17730e+06	1.01972e+06	-0.866146	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_14.jpk-force	14	-0.00232333	9.93978e-05	-9.98018e-10		7.31039e-06	2.00000	1.23504e-09	3.30245	1.14213e-09	-28.8278	-8.88475e-08	0.00000	32.1303	1.48382e+06	1.25656e+06	789164	418853	263055	0.628035	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_15.jpk-force	15	-0.00232333	0.000100598	-9.94158e-10		8.49982e-06	2.00000	4.05492e-11	5.86048	9.70631e-09	-0.364132	-1.17277e-06	0.00000	6.22461	1992.70	1980.96	216.062	660.319	72.0205	0.109069	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_16.jpk-force	16	-0.00232453	0.000100598	-1.01316e-09		9.16202e-06	2.00000	3.72220e-11	5.30436	9.73016e-09	-0.329673	-1.10922e-06	0.00000	5.63404	1849.27	1840.33	181.550	613.444	60.5166	0.0986507	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_17.jpk-force	17	-0.00232573	0.000100598	-1.02651e-09		1.02937e-05	2.00000	6.69214e-11	5.61983	9.51472e-09	-0.474770	-2.16634e-06	0.00000	6.09460	3070.99	3053.63	326.047	1017.88	108.682	0.106774	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_18.jpk-force	18	-0.00232693	0.000100598	-1.01233e-09		7.24536e-06	2.00000	1.34440e-09	0.780303	2.50385e-10	-41.2255	-2.65358e-08	0.00000	42.0058	1.33196e+07	9.89750e+06	8.91356e+06	3.29917e+06	2.97119e+06	0.900587	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_19.jpk-force	19	-0.00232813	0.000100598	-1.02176e-09		7.23200e-06	2.00000	1.40466e-09	0.413435	2.73414e-10	-157.295	-1.69368e-08	0.00000	157.709	1.59228e+07	-1.47329e+07	6.03975e+06	-4.91095e+06	2.01325e+06	-0.409951	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_20.jpk-force	20	-0.00232813	0.000101798	-1.01850e-09		7.26992e-06	2.00000	1.25961e-09	1.70257	8.65725e-10	-20.6026	-4.81446e-08	0.00000	22.3052	2.69080e+06	2.48946e+06	1.02127e+06	829821	340422	0.410235	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_21.jpk-force	21	-0.00232693	0.000101798	-1.02097e-09		7.41527e-06	2.00000	1.42928e-09	0.428385	4.45561e-10	-165.787	-1.90438e-07	0.00000	166.215	3.06758e+06	-2.97923e+06	730915	-993077	243638	-0.245337	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_22.jpk-force	22	-0.00232573	0.000101798	-1.02259e-09		7.24374e-06	2.00000	1.13755e-09	2.77470	1.76109e-09	-14.2502	-1.13819e-08	0.00000	17.0249	2.43951e+06	2.33260e+06	714258	777533	238086	0.306207	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_23.jpk-force	23	-0.00232453	0.000101798	-1.02021e-09		7.38317e-06	2.00000	5.09955e-10	3.90675	6.29329e-09	-2.59614	-1.40758e-07	0.00000	6.50289	89246.0	88671.8	10107.4	29557.3	3369.14	0.113987	0.00000
Chromosome12_2Hz-data-2023.06.06-17.15.59.774_24.jpk-force	24	-0.00232333	0.000101798	-1.03615e-09		9.32475e-06	2.00000	3.63752e-10	5.54688	7.36343e-09	-2.24325	-2.06794e-06	0.00000	7.79013	21635.7	21436.0	2932.61	7145.35	977.537	0.136807	0.00000
