Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_00.jpk-force	0	3.65990e-06	-0.00113455	-3.43237e-09		1.74801e-06	2.00000	1.25376e-09	1.86006	9.15828e-10	-21.1240	-1.85479e-08	0.00000	22.9841	4.05576e+06	3.73379e+06	1.58367e+06	1.24460e+06	527891	0.424147	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_01.jpk-force	1	4.65990e-06	-0.00113455	-3.46995e-09		3.54016e-06	2.00000	1.26941e-09	1.98562	8.20921e-10	-25.5665	-1.81425e-06	0.00000	27.5521	685099	607402	316896	202467	105632	0.521724	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_02.jpk-force	2	5.65990e-06	-0.00113455	-3.46110e-09		3.24406e-06	2.00000	1.19500e-09	2.12241	1.33245e-09	-15.5047	-1.51502e-06	0.00000	17.6271	406871	387768	123209	129256	41069.6	0.317739	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_03.jpk-force	3	6.65990e-06	-0.00113455	-3.48324e-09		3.20880e-06	2.00000	1.23913e-09	2.46288	1.05240e-09	-23.6311	-1.47784e-06	0.00000	26.0939	536320	481656	235897	160552	78632.5	0.489764	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_04.jpk-force	4	7.65990e-06	-0.00113455	-3.48422e-09		3.20095e-06	2.00000	1.29307e-09	1.47039	6.28704e-10	-25.9839	-1.46782e-06	0.00000	27.4543	937897	832270	432410	277423	144137	0.519555	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_05.jpk-force	5	7.65990e-06	-0.00113355	-3.46943e-09		3.66210e-06	2.00000	1.27681e-09	0.902137	7.05230e-10	-14.7931	-1.92554e-06	0.00000	15.6953	797503	767767	215741	255922	71913.8	0.280998	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_06.jpk-force	6	6.65990e-06	-0.00113355	-3.48281e-09		2.70672e-06	2.00000	1.24253e-09	1.42183	9.68918e-10	-15.4711	-9.69248e-07	0.00000	16.8929	642444	614722	186684	204907	62227.9	0.303688	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_07.jpk-force	7	5.65990e-06	-0.00113355	-3.49716e-09		3.19753e-06	2.00000	7.73768e-11	17.7893	9.46496e-09	-1.24640	-1.41554e-06	0.00000	19.0357	3751.40	3546.26	1223.54	1182.09	407.848	0.345024	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_08.jpk-force	8	4.65990e-06	-0.00113355	-3.50393e-09		3.54357e-06	2.00000	8.39219e-11	15.9955	9.41387e-09	-1.23037	-1.70626e-06	0.00000	17.2259	3977.42	3799.01	1177.87	1266.34	392.623	0.310046	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_09.jpk-force	9	3.65990e-06	-0.00113355	-3.51534e-09		2.80542e-06	2.00000	1.06320e-09	5.50596	2.40505e-09	-18.8741	-1.07494e-06	0.00000	24.3801	215397	196189	88913.1	65396.4	29637.7	0.453201	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_10.jpk-force	10	3.65990e-06	-0.00113255	-3.52949e-09		3.50226e-06	2.00000	8.23903e-11	14.3001	9.41953e-09	-1.10305	-8.43758e-07	0.00000	15.4031	4565.90	4401.89	1212.74	1467.30	404.248	0.275505	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_11.jpk-force	11	4.65990e-06	-0.00113255	-3.54195e-09		3.87376e-06	2.00000	6.80774e-11	14.7985	9.52149e-09	-0.961353	-1.40281e-06	0.00000	15.7599	3286.28	3162.74	892.574	1054.25	297.525	0.282215	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_12.jpk-force	12	5.65990e-06	-0.00113255	-3.54326e-09		3.85741e-06	2.00000	1.03896e-10	17.6681	9.28173e-09	-1.62484	-1.56882e-06	0.00000	19.2930	5051.17	4767.51	1668.90	1589.17	556.301	0.350058	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_13.jpk-force	13	6.65990e-06	-0.00113255	-3.54722e-09		3.21854e-06	2.00000	1.29290e-09	0.891122	5.92554e-10	-17.6911	-1.49252e-06	0.00000	18.5823	992250	940521	316196	313507	105399	0.336192	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_14.jpk-force	14	7.65990e-06	-0.00113255	-3.55391e-09		3.03259e-06	2.00000	1.24881e-09	1.55787	9.31998e-10	-17.5540	-1.30825e-06	0.00000	19.1119	624145	589743	204353	196581	68117.8	0.346513	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_15.jpk-force	15	7.65990e-06	-0.00113155	-3.56407e-09		3.18069e-06	2.00000	1.27015e-09	1.34571	7.73771e-10	-18.9267	-1.45431e-06	0.00000	20.2724	749720	703280	259766	234427	86588.6	0.369364	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_16.jpk-force	16	6.65990e-06	-0.00113155	-3.57507e-09		2.91374e-06	2.00000	9.32552e-11	17.3671	9.35388e-09	-1.44767	-9.03386e-07	0.00000	18.8148	5097.22	4824.85	1643.90	1608.28	547.968	0.340716	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_17.jpk-force	17	5.65990e-06	-0.00113155	-3.62464e-09		4.47329e-06	2.00000	6.42739e-11	18.5764	9.55756e-09	-1.09387	-2.07930e-06	0.00000	19.6702	2944.18	2772.38	991.031	924.126	330.344	0.357466	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_18.jpk-force	18	4.65990e-06	-0.00113155	-3.58368e-09		3.87331e-06	2.00000	8.05094e-11	16.3636	9.43881e-09	-1.20493	-1.39216e-06	0.00000	17.5685	3925.90	3742.78	1185.01	1247.59	395.005	0.316613	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_19.jpk-force	19	3.65990e-06	-0.00113155	-3.57846e-09		3.81371e-06	2.00000	8.47722e-11	16.5972	9.40992e-09	-1.27569	-1.04269e-06	0.00000	17.8729	4424.33	4210.81	1357.86	1403.60	452.620	0.322469	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_20.jpk-force	20	3.65990e-06	-0.00113055	-3.58739e-09		1.73485e-06	2.00000	1.25756e-09	2.41964	9.30098e-10	-26.8928	-1.08587e-08	0.00000	29.3124	5.22742e+06	4.55811e+06	2.55919e+06	1.51937e+06	853064	0.561459	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_21.jpk-force	21	4.65990e-06	-0.00113055	-3.59552e-09		1.75369e-06	2.00000	1.30497e-09	0.889496	5.09715e-10	-20.8264	-2.75372e-08	0.00000	21.7159	6.23566e+06	5.79311e+06	2.30722e+06	1.93104e+06	769074	0.398270	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_22.jpk-force	22	5.65990e-06	-0.00113055	-3.58992e-09		3.16464e-06	2.00000	8.21171e-11	18.1274	9.43346e-09	-1.33388	-1.03269e-06	0.00000	19.4613	4285.97	4041.10	1427.96	1347.03	475.986	0.353359	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_23.jpk-force	23	6.65990e-06	-0.00113055	-3.60957e-09		2.91703e-06	2.00000	1.14292e-10	17.6325	9.20995e-09	-1.77897	-1.06132e-06	0.00000	19.4115	6066.39	5721.55	2016.17	1907.18	672.056	0.352381	0.00000
Chromosome19_2Hz-data-2023.06.07-11.34.43.691_24.jpk-force	24	7.65990e-06	-0.00113055	-3.60618e-09		2.69051e-06	2.00000	1.27619e-09	1.28912	7.29339e-10	-19.4577	-9.65283e-07	0.00000	20.7468	877611	820702	310884	273567	103628	0.378802	0.00000
