Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_00.jpk-force	0	0.000126123	-0.00193556	-2.87168e-09		8.09747e-06	2.00000	1.36895e-09	0.0479742	4.04646e-11	-77.9387	-1.18270e-06	0.00000	77.9866	1.61056e+07	3.35222e+06	1.57529e+07	1.11741e+06	5.25097e+06	4.69925	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_01.jpk-force	1	0.000127323	-0.00193556	-2.88184e-09		8.77875e-06	2.00000	5.42804e-11	9.68417	9.61055e-09	-0.584530	-1.73051e-06	0.00000	10.2687	2515.64	2475.34	448.450	825.115	149.483	0.181167	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_02.jpk-force	2	0.000128523	-0.00193556	-2.88110e-09		8.71215e-06	2.00000	3.10475e-11	12.9606	9.78007e-09	-0.482001	-1.69496e-06	0.00000	13.4426	1417.54	1378.71	329.538	459.569	109.846	0.239019	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_03.jpk-force	3	0.000129723	-0.00193556	-2.88275e-09		8.42806e-06	2.00000	1.30703e-09	0.140402	4.63497e-10	-6.80053	-1.48249e-06	0.00000	6.94093	1.28381e+06	1.27440e+06	155143	424799	51714.3	0.121738	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_04.jpk-force	4	0.000130923	-0.00193556	-2.87897e-09		8.73245e-06	2.00000	1.30183e-09	0.957336	5.34478e-10	-20.8619	-1.78538e-06	0.00000	21.8192	1.08101e+06	1.00357e+06	401788	334522	133929	0.400361	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_05.jpk-force	5	0.000130923	-0.00193436	-2.87714e-09		8.72343e-06	2.00000	1.35093e-09	0.0993787	1.47927e-10	-19.1738	-1.77249e-06	0.00000	19.2732	4.05638e+06	3.82905e+06	1.33890e+06	1.27635e+06	446301	0.349670	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_06.jpk-force	6	0.000129723	-0.00193436	-2.89504e-09		8.41532e-06	2.00000	1.33249e-09	0.0594813	2.77453e-10	-8.61810	-1.46754e-06	0.00000	8.67758	2.19012e+06	2.16504e+06	330431	721682	110144	0.152621	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_07.jpk-force	7	0.000128523	-0.00193436	-2.90322e-09		8.76621e-06	2.00000	3.05225e-11	9.52297	9.78105e-09	-0.397877	-1.08208e-06	0.00000	9.92085	1517.93	1495.23	261.520	498.409	87.1733	0.174903	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_08.jpk-force	8	0.000127323	-0.00193436	-2.94651e-09		1.00036e-05	2.00000	2.98153e-11	9.47374	9.78612e-09	-0.392048	-2.28321e-06	0.00000	9.86579	1326.39	1306.77	227.264	435.591	75.7548	0.173913	0.00000
Chromosome6_2Hz-data-2023.06.06-15.18.43.377_09.jpk-force	9	0.000126123	-0.00193436	-2.91358e-09		8.40161e-06	2.00000	6.02053e-11	10.1513	9.56861e-09	-0.651450	-1.30418e-06	0.00000	10.8027	2932.68	2880.71	549.665	960.235	183.222	0.190809	0.00000
