Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_00.jpk-force	0	0.000106188	-0.00198144	-2.34547e-09		8.09779e-06	20.0000	1.32848e-09	359.690	4.02850e-10	-41.7119	-1.46578e-06	0.00000	41.4018	1.50415e+06	1.12825e+06	994750	376084	331583	0.881674	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_01.jpk-force	1	0.000107188	-0.00198144	-2.35246e-09		8.51648e-06	20.0000	1.29282e-09	359.977	6.43021e-10	-29.4676	-1.87797e-06	0.00000	29.4442	887680	773023	436362	257674	145454	0.564487	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_02.jpk-force	2	0.000108188	-0.00198144	-2.35001e-09		8.43832e-06	20.0000	1.32864e-09	358.713	3.17891e-10	-18.8971	-1.79220e-06	0.00000	17.6103	1.85418e+06	1.76728e+06	560966	589095	186989	0.317417	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_03.jpk-force	3	0.000109188	-0.00198144	-2.36122e-09		8.72312e-06	20.0000	1.33259e-09	359.649	3.75162e-10	-44.0985	-2.07554e-06	0.00000	43.7471	1.55528e+06	1.12353e+06	1.07544e+06	374511	358480	0.957193	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_04.jpk-force	4	0.000110188	-0.00198144	-2.35137e-09		8.15697e-06	20.0000	1.35095e-09	358.880	1.86783e-10	-42.5833	-1.50601e-06	0.00000	41.4632	3.28437e+06	2.46124e+06	2.17471e+06	820415	724902	0.883580	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_05.jpk-force	5	0.000110188	-0.00198044	-2.35220e-09		6.66512e-06	20.0000	1.31528e-09	358.854	4.18221e-10	-17.9893	-1.23538e-08	0.00000	16.8433	1.14029e+07	1.09137e+07	3.30404e+06	3.63790e+06	1.10135e+06	0.302742	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_06.jpk-force	6	0.000109188	-0.00198044	-2.35274e-09		8.43230e-06	20.0000	1.30422e-09	358.686	4.89411e-10	-12.1131	-1.78442e-06	0.00000	10.7986	1.18279e+06	1.16184e+06	221604	387280	73868.1	0.190736	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_07.jpk-force	7	0.000108188	-0.00198044	-2.35342e-09		8.11443e-06	20.0000	1.15534e-10	11.9801	9.18485e-09	-3.08839	-1.45273e-06	0.00000	15.0685	5746.10	5548.52	1493.83	1849.51	497.944	0.269231	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_08.jpk-force	8	0.000107188	-0.00198044	-2.36596e-09		8.38582e-06	20.0000	1.23097e-09	359.398	1.03641e-09	-12.5951	-1.74565e-06	0.00000	11.9935	528474	516938	109817	172313	36605.7	0.212438	0.00000
Chromosome5_20Hz-data-2023.06.06-15.07.15.094_09.jpk-force	9	0.000106188	-0.00198044	-2.36462e-09		8.14833e-06	20.0000	1.29863e-09	358.909	5.37361e-10	-15.0659	-1.51200e-06	0.00000	13.9753	1.09672e+06	1.06426e+06	264863	354753	88287.6	0.248871	0.00000
