Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_00.jpk-force	0	3.73776e-05	-0.00110862	-3.70887e-09		4.25946e-06	20.0000	1.26407e-09	359.270	8.01607e-10	-15.8367	-2.07524e-06	0.00000	15.1065	690474	666614	179947	222205	59982.4	0.269942	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_01.jpk-force	1	3.81776e-05	-0.00110862	-3.53207e-09		2.19155e-06	20.0000	1.27126e-09	358.878	7.35598e-10	-12.1654	-9.63386e-09	0.00000	11.0438	7.09198e+06	6.96064e+06	1.35853e+06	2.32021e+06	452845	0.195174	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_02.jpk-force	2	3.89776e-05	-0.00110862	-3.90064e-09		2.50888e-06	20.0000	1.29286e-09	358.816	5.78687e-10	-14.2943	-3.21529e-07	0.00000	13.1104	1.68849e+06	1.64448e+06	382998	548160	127666	0.232899	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_03.jpk-force	3	3.97776e-05	-0.00110862	-3.89219e-09		3.49176e-06	20.0000	1.28266e-09	359.577	6.87857e-10	-22.8258	-1.30155e-06	0.00000	22.4029	869500	803876	331381	267959	110460	0.412229	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_04.jpk-force	4	4.05776e-05	-0.00110862	-3.90492e-09		3.69531e-06	20.0000	1.26344e-09	358.885	7.90884e-10	-11.4745	-1.50106e-06	0.00000	10.3595	725810	713979	130519	237993	43506.2	0.182805	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_05.jpk-force	5	4.05776e-05	-0.00110782	-3.88328e-09		4.01009e-06	20.0000	1.27639e-09	358.723	6.93440e-10	-10.7670	-1.81351e-06	0.00000	9.48972	815541	804380	134459	268127	44819.6	0.167158	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_06.jpk-force	6	3.97776e-05	-0.00110782	-3.88414e-09		3.15494e-06	20.0000	1.20461e-09	0.181933	1.25653e-09	-16.8234	-9.56974e-07	0.00000	17.0054	482004	460930	140968	153643	46989.2	0.305833	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_07.jpk-force	7	3.89776e-05	-0.00110782	-3.88449e-09		3.99050e-06	20.0000	1.21742e-10	14.4470	9.15203e-09	-3.49409	-1.57965e-06	0.00000	17.9411	5996.68	5705.08	1847.22	1901.69	615.739	0.323784	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_08.jpk-force	8	3.81776e-05	-0.00110782	-3.88854e-09		4.28524e-06	20.0000	8.09223e-11	15.6824	9.44004e-09	-2.98321	-1.06800e-06	0.00000	18.6656	4183.73	3963.67	1338.98	1321.22	446.327	0.337813	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_09.jpk-force	9	3.73776e-05	-0.00110782	-3.88593e-09		3.82258e-06	20.0000	1.20619e-09	359.239	1.21254e-09	-10.4645	-1.62235e-06	0.00000	9.70324	446754	440362	75298.1	146787	25099.4	0.170991	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_10.jpk-force	10	3.73776e-05	-0.00110702	-3.88148e-09		3.91468e-06	20.0000	8.16296e-11	20.5702	9.45382e-09	-3.31387	-1.65564e-06	0.00000	23.8841	3867.22	3536.06	1565.79	1178.69	521.930	0.442806	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_11.jpk-force	11	3.81776e-05	-0.00110702	-3.88317e-09		4.21820e-06	20.0000	1.09262e-10	15.3413	9.24298e-09	-3.35802	-8.92997e-07	0.00000	18.6993	6064.68	5744.55	1944.35	1914.85	648.116	0.338468	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_12.jpk-force	12	3.89776e-05	-0.00110702	-3.89248e-09		5.19885e-06	20.0000	8.22145e-11	16.2819	9.43346e-09	-3.02850	-1.74480e-06	0.00000	19.3104	3878.03	3659.85	1282.41	1219.95	427.469	0.350398	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_13.jpk-force	13	3.97776e-05	-0.00110702	-3.88325e-09		3.72999e-06	20.0000	1.19960e-10	18.1754	9.18429e-09	-3.80296	-1.44962e-06	0.00000	21.9783	5968.81	5535.03	2233.86	1845.01	744.621	0.403586	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_14.jpk-force	14	4.05776e-05	-0.00110702	-3.88854e-09		4.00955e-06	20.0000	1.24897e-09	358.980	8.97890e-10	-11.1282	-1.80436e-06	0.00000	10.1080	616643	607072	108223	202357	36074.4	0.178270	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_15.jpk-force	15	4.05776e-05	-0.00110622	-3.89076e-09		3.42042e-06	20.0000	1.23218e-09	0.122853	1.06349e-09	-19.5815	-1.20997e-06	0.00000	19.7044	548736	516604	185016	172201	61671.9	0.358138	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_16.jpk-force	16	3.97776e-05	-0.00110622	-3.89395e-09		2.49118e-06	20.0000	1.14752e-09	359.477	1.64083e-09	-9.08115	-2.82027e-07	0.00000	8.55814	559808	553575	83306.8	184525	27768.9	0.150489	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_17.jpk-force	17	3.89776e-05	-0.00110622	-3.90399e-09		4.03262e-06	20.0000	1.53171e-10	15.7622	8.94264e-09	-4.08925	-1.30678e-06	0.00000	19.8515	7980.23	7506.01	2709.95	2502.00	903.317	0.361038	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_18.jpk-force	18	3.81776e-05	-0.00110622	-3.91448e-09		3.78731e-06	20.0000	1.29973e-10	16.8796	9.10817e-09	-3.83199	-9.70976e-07	0.00000	20.7115	7145.33	6683.54	2527.04	2227.85	842.347	0.378099	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_19.jpk-force	19	3.73776e-05	-0.00110622	-3.91766e-09		3.70907e-06	20.0000	1.13370e-09	1.31798	1.80123e-09	-16.9862	-1.50483e-06	0.00000	18.3042	285849	271386	89774.2	90462.0	29924.7	0.330799	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_20.jpk-force	20	3.73776e-05	-0.00110542	-3.91243e-09		3.41878e-06	20.0000	1.10721e-09	0.353752	1.95220e-09	-11.4377	-1.21004e-06	0.00000	11.7915	268609	262941	54890.4	87646.9	18296.8	0.208756	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_21.jpk-force	21	3.81776e-05	-0.00110542	-3.92118e-09		2.22412e-06	20.0000	1.15310e-09	359.555	1.60208e-09	-9.71031	-1.16434e-08	0.00000	9.26538	2.68772e+06	2.65266e+06	432744	884219	144248	0.163136	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_22.jpk-force	22	3.89776e-05	-0.00110542	-3.91672e-09		2.22568e-06	20.0000	1.07781e-09	1.62228	2.20378e-09	-14.6926	-1.07293e-08	0.00000	16.3149	1.90219e+06	1.82559e+06	534355	608532	178118	0.292702	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_23.jpk-force	23	3.97776e-05	-0.00110542	-3.91989e-09		3.67500e-06	20.0000	1.24862e-09	359.120	9.04141e-10	-12.5059	-1.45796e-06	0.00000	11.6257	630470	617536	127051	205845	42350.2	0.205738	0.00000
Chromosome20_20Hz-data-2023.06.07-11.43.26.799_24.jpk-force	24	4.05776e-05	-0.00110542	-3.91610e-09		3.69900e-06	20.0000	1.13173e-09	359.726	1.75995e-09	-9.73895	-1.48043e-06	0.00000	9.46510	292821	288834	48153.5	96278.1	16051.2	0.166717	0.00000
