Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_00.jpk-force	0	0.000237067	-0.00182896	-4.14504e-09		8.39127e-06	200.000	1.27255e-09	343.126	4.04040e-10	-58.6770	-1.47712e-06	0.00000	41.8034	1.43474e+06	1.06951e+06	956364	356503	318788	0.894210	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_01.jpk-force	1	0.000237867	-0.00182896	-4.15861e-09		8.37057e-06	200.000	1.00583e-10	14.5400	8.98758e-09	-20.9734	-1.18052e-06	0.00000	35.5134	5330.06	4338.56	3096.19	1446.19	1032.06	0.713646	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_02.jpk-force	2	0.000238667	-0.00182896	-4.16349e-09		9.38204e-06	200.000	1.24847e-10	13.3452	8.83634e-09	-21.4808	-2.19459e-06	0.00000	34.8261	6164.21	5060.13	3520.30	1686.71	1173.43	0.695694	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_03.jpk-force	3	0.000239467	-0.00182896	-4.15367e-09		8.36730e-06	200.000	1.18847e-09	343.374	9.61660e-10	-34.2998	-1.44093e-06	0.00000	17.6742	565343	538657	171640	179552	57213.4	0.318644	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_04.jpk-force	4	0.000240267	-0.00182896	-4.15521e-09		8.72984e-06	200.000	1.28700e-09	343.063	3.14414e-10	-68.7517	-1.80124e-06	0.00000	51.8144	1.81494e+06	1.12201e+06	1.42656e+06	374005	475521	1.27143	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_05.jpk-force	5	0.000240267	-0.00182816	-4.15212e-09		8.71633e-06	200.000	1.17818e-09	343.770	1.05233e-09	-37.3557	-1.78610e-06	0.00000	21.1254	496870	463477	179077	154492	59692.3	0.386377	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_06.jpk-force	6	0.000239467	-0.00182816	-4.15612e-09		8.72531e-06	200.000	1.75764e-10	16.7028	8.57774e-09	-23.3639	-1.76642e-06	0.00000	40.0667	9104.93	6967.96	5860.65	2322.65	1953.55	0.841085	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_07.jpk-force	7	0.000238667	-0.00182816	-4.15365e-09		8.72877e-06	200.000	1.02547e-10	13.9962	8.98077e-09	-20.9709	-1.32916e-06	0.00000	34.9671	5302.03	4344.92	3038.62	1448.31	1012.87	0.699352	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_08.jpk-force	8	0.000237867	-0.00182816	-4.16347e-09		9.07014e-06	200.000	9.50407e-11	13.1757	9.02156e-09	-20.6975	-1.61249e-06	0.00000	33.8732	4735.23	3931.54	2639.21	1310.51	879.737	0.671293	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_09.jpk-force	9	0.000237067	-0.00182816	-4.15158e-09		8.03924e-06	200.000	9.88501e-10	348.861	2.60271e-09	-39.2860	-1.11995e-06	0.00000	28.1466	183165	161504	86404.3	53834.8	28801.4	0.534996	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_10.jpk-force	10	0.000237067	-0.00182736	-4.15690e-09		8.69391e-06	200.000	1.17192e-09	344.138	1.12027e-09	-39.5934	-1.77842e-06	0.00000	23.7316	464475	425199	186930	141733	62309.9	0.439628	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_11.jpk-force	11	0.000237867	-0.00182736	-4.16079e-09		8.70354e-06	200.000	1.39720e-10	12.1045	8.73823e-09	-21.8161	-1.45571e-06	0.00000	33.9206	7301.63	6058.98	4074.63	2019.66	1358.21	0.672495	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_12.jpk-force	12	0.000238667	-0.00182736	-4.16686e-09		8.74061e-06	200.000	1.24536e-10	12.4389	8.83139e-09	-21.3239	-1.41354e-06	0.00000	33.7628	6472.59	5380.96	3597.18	1793.65	1199.06	0.668502	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_13.jpk-force	13	0.000239467	-0.00182736	-4.15866e-09		8.73501e-06	200.000	1.38350e-10	15.9777	8.77985e-09	-22.2049	-1.71563e-06	0.00000	38.1826	7025.80	5522.59	4343.14	1840.86	1447.71	0.786432	0.00000
Chromosome8_200Hz-data-2023.06.06-15.41.41.276_14.jpk-force	14	0.000240267	-0.00182736	-4.17043e-09		8.72100e-06	200.000	1.32088e-09	342.136	1.21343e-10	-134.187	-1.79183e-06	0.00000	116.323	4.82926e+06	-2.14143e+06	4.32852e+06	-713811	1.44284e+06	-2.02132	0.00000
