Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_00.jpk-force	0	-4.95264e-05	-0.00199275	-8.47414e-10		8.65285e-06	2.00000	1.44417e-09	0.212296	5.45120e-10	-172.584	-1.49520e-06	0.00000	172.796	1.20443e+06	-1.19492e+06	151040	-398308	50346.8	-0.126402	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_01.jpk-force	1	-4.81264e-05	-0.00199275	-8.57691e-10		8.63978e-06	2.00000	1.43204e-09	0.213637	4.57535e-10	-171.159	-1.47543e-06	0.00000	171.373	1.42605e+06	-1.40991e+06	213921	-469970	71307.0	-0.151727	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_02.jpk-force	2	-4.67264e-05	-0.00199275	-8.58243e-10		7.18746e-06	2.00000	1.44116e-09	0.482294	5.32137e-10	-166.976	-1.61891e-08	0.00000	167.459	8.58419e+06	-8.37937e+06	1.86402e+06	-2.79312e+06	621341	-0.222454	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_03.jpk-force	3	-4.53264e-05	-0.00199275	-8.61540e-10		8.40205e-06	2.00000	1.46302e-09	0.108809	6.80411e-10	-175.641	-1.22598e-06	0.00000	175.750	1.01539e+06	-1.01260e+06	75245.2	-337533	25081.7	-0.0743090	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_04.jpk-force	4	-4.39264e-05	-0.00199275	-8.86468e-10		9.15054e-06	2.00000	1.45177e-09	0.889787	6.26474e-10	-161.770	-1.97030e-06	0.00000	162.660	1.01875e+06	-972452	303625	-324151	101208	-0.312226	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_05.jpk-force	5	-4.39264e-05	-0.00199135	-8.63342e-10		8.68020e-06	2.00000	1.43581e-09	0.602017	4.99702e-10	-163.551	-1.49885e-06	0.00000	164.153	1.30578e+06	-1.25616e+06	356561	-418718	118854	-0.283851	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_06.jpk-force	6	-4.53264e-05	-0.00199135	-8.84042e-10		8.68877e-06	2.00000	1.29932e-09	1.13012	5.62420e-10	-22.8641	-1.50886e-06	0.00000	23.9942	1.04876e+06	958138	426474	319379	142158	0.445107	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_07.jpk-force	7	-4.67264e-05	-0.00199135	-8.97909e-10		8.69709e-06	2.00000	1.44081e-09	0.555797	5.32828e-10	-165.487	-1.52707e-06	0.00000	166.042	1.22524e+06	-1.18906e+06	295534	-396355	98511.2	-0.248543	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_08.jpk-force	8	-4.81264e-05	-0.00199135	-9.20016e-10		9.28409e-06	2.00000	3.01356e-11	13.6601	9.78714e-09	-0.486230	-1.57884e-06	0.00000	14.1464	1388.17	1346.07	339.269	448.691	113.090	0.252043	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_09.jpk-force	9	-4.95264e-05	-0.00199135	-9.17622e-10		8.96908e-06	2.00000	1.17862e-09	3.92902	1.54763e-09	-23.6509	-1.80745e-06	0.00000	27.5799	337546	299189	156279	99729.7	52093.0	0.522342	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_10.jpk-force	10	-4.95264e-05	-0.00198995	-9.19615e-10		8.97951e-06	2.00000	1.53753e-10	11.7570	8.90560e-09	-1.67321	-1.78338e-06	0.00000	13.4302	7663.31	7453.74	1779.88	2484.58	593.294	0.238790	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_11.jpk-force	11	-4.81264e-05	-0.00198995	-1.03301e-09		9.56965e-06	2.00000	3.92480e-11	12.3820	9.72120e-09	-0.545483	-1.95598e-06	0.00000	12.9275	1775.98	1730.97	397.319	576.989	132.440	0.229536	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_12.jpk-force	12	-4.67264e-05	-0.00198995	-9.52455e-10		1.01446e-05	2.00000	7.78940e-11	7.70441	9.43774e-09	-0.652328	-2.70235e-06	0.00000	8.35674	3571.47	3533.55	519.064	1177.85	173.021	0.146896	0.00000
Chromosome3_2Hz-data-2023.06.06-14.43.45.054_13.jpk-force	13	-4.53264e-05	-0.00198995	-9.32642e-10		9.27917e-06	2.00000	6.43174e-11	7.05310	9.53504e-09	-0.533081	-1.64171e-06	0.00000	7.58618	3024.49	2998.02	399.285	999.339	133.095	0.133183	0.00000
