Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_00.jpk-force	0	-4.95264e-05	-0.00199275	-1.07059e-09		7.76423e-06	200.000	1.35866e-09	342.300	3.39231e-10	-177.902	-6.07612e-07	0.00000	160.202	2.33897e+06	-2.20072e+06	792223	-733573	264074	-0.359984	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_01.jpk-force	1	-4.81264e-05	-0.00199275	-1.08122e-09		8.92395e-06	200.000	1.38059e-09	343.216	5.54273e-10	-167.671	-1.76326e-06	0.00000	150.887	1.10701e+06	-967150	538592	-322383	179531	-0.556885	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_02.jpk-force	2	-4.67264e-05	-0.00199275	-1.07903e-09		8.99246e-06	200.000	1.33642e-09	343.091	3.09422e-10	-140.622	-1.82692e-06	0.00000	123.713	1.91218e+06	-1.06133e+06	1.59060e+06	-353778	530200	-1.49868	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_03.jpk-force	3	-4.53264e-05	-0.00199275	-1.07836e-09		8.67037e-06	200.000	1.37018e-09	342.513	4.36408e-10	-176.676	-1.49931e-06	0.00000	159.189	1.42675e+06	-1.33366e+06	506905	-444554	168968	-0.380085	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_04.jpk-force	4	-4.39264e-05	-0.00199275	-1.07464e-09		8.37977e-06	200.000	1.38859e-09	342.562	5.63643e-10	178.882	-1.20510e-06	0.00000	163.681	1.16784e+06	-1.12079e+06	328155	-373595	109385	-0.292790	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_05.jpk-force	5	-4.39264e-05	-0.00199135	-1.07959e-09		8.99749e-06	200.000	1.38127e-09	342.826	5.28559e-10	-174.419	-1.82246e-06	0.00000	157.246	1.15727e+06	-1.06720e+06	447611	-355733	149204	-0.419426	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_06.jpk-force	6	-4.53264e-05	-0.00199135	-1.08341e-09		8.68474e-06	200.000	1.13972e-09	345.740	1.42683e-09	-43.0918	-1.51029e-06	0.00000	28.8323	362562	317617	174844	105872	58281.5	0.550489	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_07.jpk-force	7	-4.67264e-05	-0.00199135	-1.08978e-09		8.60543e-06	200.000	1.25257e-09	344.823	6.91487e-10	-65.8259	-1.43964e-06	0.00000	50.6492	828765	525492	640866	175164	213622	1.21955	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_08.jpk-force	8	-4.81264e-05	-0.00199135	-1.10076e-09		8.98761e-06	200.000	1.29322e-10	16.3279	8.84186e-09	-21.7047	-1.34964e-06	0.00000	38.0326	6771.27	5333.46	4171.84	1777.82	1390.61	0.782202	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_09.jpk-force	9	-4.95264e-05	-0.00199135	-1.10108e-09		8.89330e-06	200.000	7.45547e-10	4.02938	5.01882e-09	-42.8306	-1.73421e-06	0.00000	46.8599	66148.0	45231.0	48267.2	15077.0	16089.1	1.06713	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_10.jpk-force	10	-4.95264e-05	-0.00198995	-1.11767e-09		8.29393e-06	200.000	4.17833e-10	357.261	6.70526e-09	-25.4796	-1.10856e-06	0.00000	22.7408	30128.1	27786.0	11646.4	9262.00	3882.13	0.419146	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_11.jpk-force	11	-4.81264e-05	-0.00198995	-1.11081e-09		9.26088e-06	200.000	1.71682e-10	14.4427	8.57468e-09	-22.7821	-1.71874e-06	0.00000	37.2248	8925.17	7106.83	5399.23	2368.94	1799.74	0.759725	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_12.jpk-force	12	-4.67264e-05	-0.00198995	-1.11004e-09		8.99017e-06	200.000	1.61096e-10	2.03454	8.50187e-09	-21.1154	-1.58772e-06	0.00000	23.1499	8535.65	7848.35	3355.69	2616.12	1118.56	0.427566	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_13.jpk-force	13	-4.53264e-05	-0.00198995	-1.11314e-09		8.30978e-06	200.000	1.12756e-10	5.99031	8.85994e-09	-20.4522	-6.90173e-07	0.00000	26.4425	7100.04	6357.24	3161.65	2119.08	1053.88	0.497330	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_14.jpk-force	14	-4.39264e-05	-0.00198995	-1.11073e-09		8.66476e-06	200.000	1.34277e-09	342.564	2.56072e-10	-160.526	-1.48636e-06	0.00000	143.090	2.38624e+06	-1.90799e+06	1.43308e+06	-635997	477695	-0.751095	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_15.jpk-force	15	-4.39264e-05	-0.00198855	-1.10512e-09		8.99549e-06	200.000	1.27339e-09	343.069	3.92898e-10	-56.7785	-1.81560e-06	0.00000	39.8474	1.43582e+06	1.10236e+06	919997	367453	306666	0.834570	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_16.jpk-force	16	-4.53264e-05	-0.00198855	-1.12356e-09		8.99576e-06	200.000	1.35160e-10	5.29783	8.69439e-09	-17.6508	-1.47689e-06	0.00000	22.9486	7081.77	6521.28	2761.22	2173.76	920.405	0.423416	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_17.jpk-force	17	-4.67264e-05	-0.00198855	-1.12466e-09		9.01522e-06	200.000	2.06966e-10	358.370	8.15287e-09	-21.5102	-1.67808e-06	0.00000	19.8801	11349.8	10673.4	3859.53	3557.80	1286.51	0.361602	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_18.jpk-force	18	-4.81264e-05	-0.00198855	-1.12637e-09		8.98928e-06	200.000	2.35696e-10	9.38085	8.12218e-09	-24.0956	-1.75774e-06	0.00000	33.4765	12901.6	10761.3	7116.43	3587.12	2372.14	0.661296	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_19.jpk-force	19	-4.95264e-05	-0.00198855	-1.12705e-09		8.96739e-06	200.000	1.27871e-09	343.210	3.87878e-10	-64.0602	-1.81153e-06	0.00000	47.2701	1.46083e+06	991237	1.07307e+06	330412	357689	1.08256	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_20.jpk-force	20	-4.95264e-05	-0.00198715	-1.08053e-09		7.18716e-06	200.000	1.34041e-09	343.452	3.63319e-10	-139.091	-3.17879e-08	0.00000	122.543	8.37035e+06	-4.50268e+06	7.05610e+06	-1.50089e+06	2.35203e+06	-1.56709	0.00000
Chromosome3_200Hz-data-2023.06.06-14.47.21.668_21.jpk-force	21	-4.81264e-05	-0.00198715	-1.12701e-09		7.18045e-06	200.000	1.30068e-09	342.472	1.89689e-10	-77.1487	-1.74794e-08	0.00000	59.6212	2.09216e+07	1.05803e+07	1.80490e+07	3.52678e+06	6.01635e+06	1.70590	0.00000
