Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_00.jpk-force	0	0.000276847	-0.00190085	-4.96445e-09		8.97337e-06	200.000	1.11742e-10	359.571	8.82071e-09	-20.0016	-1.61630e-06	0.00000	19.5726	5692.23	5363.32	1906.90	1787.77	635.634	0.355545	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_01.jpk-force	1	0.000277847	-0.00190085	-4.96896e-09		9.25744e-06	200.000	1.33054e-10	2.97482	8.69640e-09	-20.7904	-1.92154e-06	0.00000	23.7652	6740.70	6169.12	2716.43	2056.37	905.477	0.440327	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_02.jpk-force	2	0.000278847	-0.00190085	-4.97546e-09		7.62544e-06	200.000	2.71411e-10	7.37934	7.86143e-09	-24.6884	-3.79799e-07	0.00000	32.0678	24298.4	20590.9	12900.5	6863.65	4300.18	0.626515	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_03.jpk-force	3	0.000279847	-0.00190085	-4.95612e-09		8.63918e-06	200.000	1.28784e-09	342.982	3.10046e-10	-68.1134	-1.46022e-06	0.00000	51.0954	1.89581e+06	1.19062e+06	1.47530e+06	396872	491768	1.23911	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_04.jpk-force	4	0.000280847	-0.00190085	-4.96230e-09		8.93482e-06	200.000	1.33629e-09	342.294	1.97789e-10	-161.425	-1.75316e-06	0.00000	143.718	3.00463e+06	-2.42209e+06	1.77801e+06	-807363	592669	-0.734080	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_05.jpk-force	5	0.000280847	-0.00189985	-4.96105e-09		9.02524e-06	200.000	1.03513e-09	351.264	2.49878e-09	-49.2432	-1.84254e-06	0.00000	40.5073	183243	139324	119024	46441.2	39674.8	0.854302	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_06.jpk-force	6	0.000279847	-0.00189985	-4.97288e-09		8.94140e-06	200.000	2.57235e-10	357.643	7.80261e-09	-22.2371	-1.73105e-06	0.00000	19.8801	14683.4	13808.4	4993.14	4602.79	1664.38	0.361602	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_07.jpk-force	7	0.000278847	-0.00189985	-4.97577e-09		9.28767e-06	200.000	9.26548e-11	12.7371	9.03405e-09	-20.6018	-1.70414e-06	0.00000	33.3390	4576.63	3823.47	2515.27	1274.49	838.425	0.657851	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_08.jpk-force	8	0.000277847	-0.00189985	-4.98617e-09		9.59209e-06	200.000	8.51955e-11	13.7554	9.08057e-09	-20.3570	-1.91117e-06	0.00000	34.1124	4135.55	3423.99	2319.29	1141.33	773.097	0.677365	0.00000
Chromosome9_200Hz-data-2023.06.06-15.57.51.827_09.jpk-force	9	0.000276847	-0.00189985	-4.99109e-09		9.30226e-06	200.000	1.19505e-10	3.69106	8.80257e-09	-20.5170	-1.66986e-06	0.00000	24.2080	6073.65	5539.55	2490.50	1846.52	830.168	0.449586	0.00000
