Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_00.jpk-force	0	-0.000117915	-0.00113899	-1.65453e-09		1.82078e-06	2.00000	1.42784e-09	359.842	4.21238e-10	-179.426	-7.54405e-08	0.00000	179.268	5.03446e+06	-5.03405e+06	64345.5	-1.67802e+06	21448.5	-0.0127821	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_01.jpk-force	1	-0.000117215	-0.00113899	-1.66701e-09		3.01290e-06	2.00000	1.41339e-09	0.0284966	3.18265e-10	-173.088	-1.26924e-06	0.00000	173.116	2.08154e+06	-2.06653e+06	249492	-688844	83163.9	-0.120730	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_02.jpk-force	2	-0.000116515	-0.00113899	-1.68936e-09		2.64854e-06	2.00000	1.41720e-09	359.889	3.44149e-10	-177.827	-9.02610e-07	0.00000	177.716	2.10595e+06	-2.10427e+06	83930.4	-701424	27976.8	-0.0398857	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_03.jpk-force	3	-0.000115815	-0.00113899	-1.69455e-09		2.53730e-06	2.00000	1.41380e-09	0.0348042	3.21510e-10	-172.957	-7.92244e-07	0.00000	172.991	2.34190e+06	-2.32440e+06	285757	-774801	95252.3	-0.122938	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_04.jpk-force	4	-0.000115115	-0.00113899	-1.70230e-09		2.86840e-06	2.00000	1.40308e-09	0.224597	2.51790e-10	-163.055	-1.12457e-06	0.00000	163.280	2.68471e+06	-2.57121e+06	772388	-857069	257463	-0.300399	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_05.jpk-force	5	-0.000115115	-0.00113829	-1.70817e-09		2.07888e-06	2.00000	1.40750e-09	0.119142	2.78578e-10	-168.678	-3.32177e-07	0.00000	168.797	3.76504e+06	-3.69329e+06	731503	-1.23110e+06	243834	-0.198063	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_06.jpk-force	6	-0.000115815	-0.00113829	-1.71233e-09		2.34543e-06	2.00000	1.22834e-10	9.96745	9.11944e-09	-1.18347	-5.15746e-07	0.00000	11.1509	8371.19	8213.15	1618.94	2737.72	539.645	0.197115	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_07.jpk-force	7	-0.000116515	-0.00113829	-1.72358e-09		3.29515e-06	2.00000	9.10413e-11	11.1785	9.35005e-09	-0.991307	-1.13400e-06	0.00000	12.1698	4681.64	4576.43	986.932	1525.48	328.977	0.215655	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_08.jpk-force	8	-0.000117215	-0.00113829	-1.72878e-09		2.71217e-06	2.00000	7.56729e-11	15.5962	9.47031e-09	-1.09928	-8.97462e-07	0.00000	16.6954	4093.35	3920.80	1175.96	1306.93	391.985	0.299928	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_09.jpk-force	9	-0.000117915	-0.00113829	-1.74189e-09		2.90686e-06	2.00000	1.30823e-09	1.53631	5.39116e-10	-32.4578	-1.15437e-06	0.00000	33.9941	1.16179e+06	963230	649564	321077	216521	0.674359	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_10.jpk-force	10	-0.000117915	-0.00113759	-1.75032e-09		2.13784e-06	2.00000	1.41212e-09	359.971	3.08178e-10	-174.804	-3.80267e-07	0.00000	174.775	3.22326e+06	-3.20986e+06	293546	-1.06995e+06	97848.5	-0.0914511	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_11.jpk-force	11	-0.000117215	-0.00113759	-1.75663e-09		2.91226e-06	2.00000	1.16848e-10	12.9770	9.17214e-09	-1.40111	-3.14229e-07	0.00000	14.3781	9724.66	9420.06	2414.82	3140.02	804.941	0.256349	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_12.jpk-force	12	-0.000116515	-0.00113759	-1.76649e-09		3.24478e-06	2.00000	1.09791e-10	11.3036	9.21665e-09	-1.18000	-6.62326e-07	0.00000	12.4836	6742.85	6583.44	1457.54	2194.48	485.847	0.221395	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_13.jpk-force	13	-0.000115815	-0.00113759	-1.77785e-09		3.28170e-06	2.00000	1.34918e-10	11.8368	9.03979e-09	-1.48909	-9.27083e-07	0.00000	13.3259	7572.81	7368.91	1745.45	2456.30	581.817	0.236867	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_14.jpk-force	14	-0.000115115	-0.00113759	-1.77914e-09		2.10836e-06	2.00000	6.47189e-10	7.85729	5.36409e-09	-7.27236	-3.24972e-07	0.00000	15.1296	90765.2	87619.0	23690.1	29206.3	7896.69	0.270376	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_15.jpk-force	15	-0.000115115	-0.00113689	-1.78827e-09		2.50202e-06	2.00000	1.39161e-09	0.200567	1.71498e-10	-156.352	-7.40663e-07	0.00000	156.552	4.41872e+06	-4.05385e+06	1.75825e+06	-1.35128e+06	586083	-0.433723	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_16.jpk-force	16	-0.000115815	-0.00113689	-1.79603e-09		2.93645e-06	2.00000	7.62535e-11	15.3644	9.46557e-09	-1.09113	-4.09027e-07	0.00000	16.4555	5496.81	5271.66	1557.08	1757.22	519.028	0.295369	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_17.jpk-force	17	-0.000116515	-0.00113689	-1.80394e-09		3.40524e-06	2.00000	1.86803e-10	11.2625	8.66845e-09	-1.97713	-7.38906e-07	0.00000	13.2396	11744.3	11432.2	2689.73	3810.73	896.578	0.235277	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_18.jpk-force	18	-0.000117215	-0.00113689	-1.83131e-09		3.68916e-06	2.00000	1.69872e-10	10.8749	8.78698e-09	-1.73977	-1.10455e-06	0.00000	12.6147	9355.29	9129.46	2043.13	3043.15	681.042	0.223795	0.00000
Chromosome15_2Hz-data-2023.06.07-10.51.46.472_19.jpk-force	19	-0.000117915	-0.00113689	-1.84509e-09		2.24061e-06	2.00000	1.42362e-09	359.882	3.90988e-10	-178.269	-4.73728e-07	0.00000	178.152	2.34017e+06	-2.33896e+06	75484.2	-779652	25161.4	-0.0322726	0.00000
