Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_00.jpk-force	0	-0.00224836	8.39383e-05	-1.72347e-09		7.60419e-06	200.000	9.72504e-10	345.444	2.56478e-09	-29.4397	-2.94056e-07	0.00000	14.8839	297976	287979	76538.6	95992.9	25512.9	0.265779	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_01.jpk-force	1	-0.00224736	8.39383e-05	-1.72896e-09		8.33910e-06	200.000	9.67029e-10	345.567	2.61143e-09	-29.5770	-1.02693e-06	0.00000	15.1441	182598	176257	47703.3	58752.2	15901.1	0.270647	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_02.jpk-force	2	-0.00224636	8.39383e-05	-1.73112e-09		9.21946e-06	200.000	1.16271e-10	352.870	8.78199e-09	-18.9952	-2.08500e-07	0.00000	11.8649	12143.9	11884.4	2496.83	3961.48	832.278	0.210093	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_03.jpk-force	3	-0.00224536	8.39383e-05	-1.73171e-09		9.43310e-06	200.000	1.62931e-10	352.229	8.44263e-09	-19.6001	-4.87147e-07	0.00000	11.8287	12266.2	12005.7	2514.41	4001.92	838.135	0.209434	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_04.jpk-force	4	-0.00224436	8.39383e-05	-1.72990e-09		9.14973e-06	200.000	1.44243e-10	354.061	8.58325e-09	-19.6104	-3.98033e-07	0.00000	13.6711	11597.4	11268.8	2741.02	3756.28	913.673	0.243239	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_05.jpk-force	5	-0.00224436	8.49383e-05	-1.72501e-09		9.03826e-06	200.000	1.01517e-10	354.276	8.88628e-09	-19.3411	-6.45558e-07	0.00000	13.6172	6526.02	6342.58	1536.44	2114.19	512.147	0.242242	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_06.jpk-force	6	-0.00224536	8.49383e-05	-1.72976e-09		9.08017e-06	200.000	1.28818e-10	353.071	8.69164e-09	-19.3370	-1.70412e-07	0.00000	12.4084	14922.8	14574.2	3206.58	4858.07	1068.86	0.220017	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_07.jpk-force	7	-0.00224636	8.49383e-05	-1.73344e-09		9.09936e-06	200.000	1.74068e-10	352.265	8.36653e-09	-19.7939	-2.36826e-07	0.00000	12.0590	18008.0	17610.7	3762.21	5870.22	1254.07	0.213633	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_08.jpk-force	8	-0.00224736	8.49383e-05	-1.73697e-09		8.79077e-06	200.000	9.54050e-11	355.816	8.92718e-09	-19.4220	-4.39639e-07	0.00000	15.2378	7078.95	6830.08	1860.53	2276.69	620.176	0.272402	0.00000
Chromosome13_200Hz-data-2023.06.06-17.42.54.944_09.jpk-force	9	-0.00224836	8.49383e-05	-1.73413e-09		8.17117e-06	200.000	8.05865e-10	345.598	3.75425e-09	-24.7748	-8.53738e-07	0.00000	10.3731	111644	109819	20102.3	36606.3	6700.78	0.183050	0.00000
