Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_00.jpk-force	0	3.65990e-06	-0.00113455	-3.65355e-09		1.75143e-06	200.000	1.27548e-09	341.663	3.00119e-10	-55.7172	-4.39745e-08	0.00000	37.3803	8.21727e+06	6.52964e+06	4.98872e+06	2.17655e+06	1.66291e+06	0.764013	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_01.jpk-force	1	4.65990e-06	-0.00113455	-3.66122e-09		2.80136e-06	200.000	1.26669e-09	341.615	3.50005e-10	-47.9186	-1.09211e-06	0.00000	29.5332	1.75630e+06	1.52810e+06	865730	509368	288577	0.566539	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_02.jpk-force	2	5.65990e-06	-0.00113455	-3.65848e-09		2.86486e-06	200.000	1.23654e-09	341.992	5.75873e-10	-43.3609	-1.15400e-06	0.00000	25.3530	1.02811e+06	929087	440230	309696	146743	0.473831	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_03.jpk-force	3	6.65990e-06	-0.00113455	-3.64631e-09		3.20891e-06	200.000	1.28078e-09	341.216	2.33165e-10	-50.9947	-1.49739e-06	0.00000	32.2110	2.49670e+06	2.11244e+06	1.33084e+06	704146	443612	0.630001	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_04.jpk-force	4	7.65990e-06	-0.00113455	-3.64307e-09		3.19171e-06	200.000	1.27814e-09	341.516	2.71013e-10	-54.6298	-1.47749e-06	0.00000	36.1458	2.14829e+06	1.73478e+06	1.26715e+06	578260	422383	0.730438	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_05.jpk-force	5	7.65990e-06	-0.00113355	-3.65131e-09		3.27265e-06	200.000	1.24491e-09	342.133	5.38268e-10	-48.7411	-1.55955e-06	0.00000	30.8738	1.04459e+06	896569	536030	298856	178677	0.597867	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_06.jpk-force	6	6.65990e-06	-0.00113355	-3.65493e-09		2.90253e-06	200.000	1.23519e-09	341.705	5.55966e-10	-39.6271	-1.18929e-06	0.00000	21.3317	1.05633e+06	983960	384258	327987	128086	0.390522	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_07.jpk-force	7	5.65990e-06	-0.00113355	-3.65824e-09		3.24942e-06	200.000	1.80807e-10	357.447	8.29062e-09	-22.1292	-1.46510e-06	0.00000	19.5767	9948.12	9373.06	3333.29	3124.35	1111.10	0.355625	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_08.jpk-force	8	4.65990e-06	-0.00113355	-3.66277e-09		3.45822e-06	200.000	1.82440e-10	358.249	8.29675e-09	-22.2709	-1.63078e-06	0.00000	20.5199	9868.46	9242.31	3459.22	3080.77	1153.07	0.374281	0.00000
Chromosome19_200Hz-data-2023.06.07-11.38.08.248_09.jpk-force	9	3.65990e-06	-0.00113355	-3.66090e-09		3.21804e-06	200.000	1.23564e-09	342.571	6.22796e-10	-50.8702	-1.51591e-06	0.00000	33.4414	900008	751011	495980	250337	165327	0.660416	0.00000
