Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_00.jpk-force	0	-0.00232813	9.69978e-05	-7.73120e-10		7.20364e-06	20.0000	1.40834e-09	358.699	2.93566e-10	-162.826	-7.27303e-09	0.00000	161.525	2.26475e+07	-2.14803e+07	7.17678e+06	-7.16010e+06	2.39226e+06	-0.334110	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_01.jpk-force	1	-0.00232693	9.69978e-05	-9.07466e-10		7.39185e-06	20.0000	1.33960e-09	359.127	2.77854e-10	-37.7922	-1.92155e-07	0.00000	36.9196	4.59135e+06	3.67069e+06	2.75800e+06	1.22356e+06	919333	0.751356	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_02.jpk-force	2	-0.00232573	9.69978e-05	-9.06866e-10		7.21935e-06	20.0000	1.38194e-09	359.106	1.85531e-10	-118.887	-1.79748e-08	0.00000	117.993	2.24136e+07	-1.05202e+07	1.97913e+07	-3.50673e+06	6.59711e+06	-1.88127	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_03.jpk-force	3	-0.00232453	9.69978e-05	-9.08715e-10		7.25964e-06	20.0000	1.38675e-09	359.107	2.03404e-10	-127.820	-5.73656e-08	0.00000	126.927	1.15715e+07	-6.95214e+06	9.25030e+06	-2.31738e+06	3.08343e+06	-1.33057	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_04.jpk-force	4	-0.00232333	9.69978e-05	-9.08872e-10		7.21833e-06	20.0000	1.40810e-09	358.849	3.02095e-10	-157.880	-1.39810e-08	0.00000	156.729	1.58913e+07	-1.45984e+07	6.27842e+06	-4.86614e+06	2.09281e+06	-0.430075	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_05.jpk-force	5	-0.00232333	9.81978e-05	-9.06881e-10		7.22515e-06	20.0000	1.38210e-09	358.993	1.68343e-10	-122.510	-1.78138e-08	0.00000	121.503	2.48154e+07	-1.29670e+07	2.11580e+07	-4.32234e+06	7.05266e+06	-1.63168	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_06.jpk-force	6	-0.00232453	9.81978e-05	-9.16901e-10		7.38351e-06	20.0000	1.37994e-09	359.419	2.30812e-10	-109.173	-1.79037e-07	0.00000	108.592	5.88306e+06	-1.87572e+06	5.57603e+06	-625240	1.85868e+06	-2.97274	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_07.jpk-force	7	-0.00232573	9.81978e-05	-9.17472e-10		8.29189e-06	20.0000	1.43926e-09	358.957	5.24103e-10	-165.760	-1.09030e-06	0.00000	164.717	1.33324e+06	-1.28609e+06	351427	-428697	117142	-0.273252	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_08.jpk-force	8	-0.00232693	9.81978e-05	-9.22761e-10		8.57272e-06	20.0000	8.68965e-11	4.74837	9.37179e-09	-2.25743	-8.06792e-07	0.00000	7.00580	4909.18	4872.53	598.772	1624.18	199.591	0.122887	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_09.jpk-force	9	-0.00232813	9.81978e-05	-9.28517e-10		8.30907e-06	20.0000	1.56389e-10	4.24046	8.86688e-09	-2.60219	-9.26308e-07	0.00000	6.84265	8951.27	8887.51	1066.48	2962.50	355.494	0.119998	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_10.jpk-force	10	-0.00232813	9.93978e-05	-9.22247e-10		8.15495e-06	20.0000	8.78462e-11	6.82261	9.36800e-09	-2.40801	-7.30895e-07	0.00000	9.23062	5129.35	5062.93	822.792	1687.64	274.264	0.162513	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_11.jpk-force	11	-0.00232693	9.93978e-05	-9.15923e-10		8.35644e-06	20.0000	7.84595e-11	4.45681	9.43231e-09	-2.18279	-4.41885e-07	0.00000	6.63960	5498.42	5461.54	635.747	1820.51	211.916	0.116404	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_12.jpk-force	12	-0.00232573	9.93978e-05	-9.21513e-10		9.41254e-06	20.0000	6.49599e-11	6.37737	9.53260e-09	-2.22593	-1.81744e-06	0.00000	8.60330	3018.61	2984.64	451.560	994.880	150.520	0.151295	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_13.jpk-force	13	-0.00232453	9.93978e-05	-9.15617e-10		8.08955e-06	20.0000	8.56632e-10	18.7189	4.69105e-09	-29.7094	-8.74366e-07	0.00000	48.4283	94284.2	62562.9	70536.5	20854.3	23512.2	1.12745	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_14.jpk-force	14	-0.00232333	9.93978e-05	-9.19407e-10		7.22747e-06	20.0000	1.33589e-09	359.787	3.75329e-10	-49.1135	-1.47250e-08	0.00000	48.9004	1.18258e+07	7.77391e+06	8.91153e+06	2.59130e+06	2.97051e+06	1.14634	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_15.jpk-force	15	-0.00232333	0.000100598	-9.22781e-10		8.50392e-06	20.0000	5.29792e-11	10.4106	9.62381e-09	-2.31843	-1.21421e-06	0.00000	12.7290	2605.19	2541.16	574.028	847.055	191.343	0.225892	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_16.jpk-force	16	-0.00232453	0.000100598	-9.27422e-10		8.74930e-06	20.0000	3.51751e-11	5.25734	9.74698e-09	-1.98747	-7.81828e-07	0.00000	7.24481	1930.24	1914.83	243.421	638.278	81.1404	0.127124	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_17.jpk-force	17	-0.00232573	0.000100598	-9.32519e-10		9.43651e-06	20.0000	5.59213e-11	5.55353	9.59702e-09	-2.12103	-1.40450e-06	0.00000	7.67457	2677.64	2653.66	357.589	884.553	119.196	0.134753	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_18.jpk-force	18	-0.00232693	0.000100598	-9.31395e-10		7.22651e-06	20.0000	1.34563e-09	359.119	2.42893e-10	-43.6325	-1.52198e-08	0.00000	42.7515	1.81070e+07	1.32960e+07	1.22914e+07	4.43201e+06	4.09713e+06	0.924440	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_19.jpk-force	19	-0.00232813	0.000100598	-9.33574e-10		7.22475e-06	20.0000	1.38564e-09	359.101	1.98922e-10	-125.930	-1.67417e-08	0.00000	125.031	2.17138e+07	-1.24640e+07	1.77802e+07	-4.15468e+06	5.92673e+06	-1.42652	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_20.jpk-force	20	-0.00232813	0.000101798	-9.21347e-10		7.24102e-06	20.0000	1.25596e-09	359.618	8.68392e-10	-17.3415	-2.64880e-08	0.00000	16.9595	3.59101e+06	3.43484e+06	1.04748e+06	1.14495e+06	349161	0.304958	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_21.jpk-force	21	-0.00232693	0.000101798	-9.26023e-10		7.24411e-06	20.0000	1.41645e-09	359.129	3.78500e-10	-154.556	-2.97468e-08	0.00000	153.685	8.77344e+06	-7.86422e+06	3.88938e+06	-2.62141e+06	1.29646e+06	-0.494566	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_22.jpk-force	22	-0.00232573	0.000101798	-9.27101e-10		7.23316e-06	20.0000	1.06387e-09	3.14618	2.36336e-09	-18.4053	-1.10133e-08	0.00000	21.5514	1.72818e+06	1.60736e+06	634823	535786	211608	0.394948	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_23.jpk-force	23	-0.00232453	0.000101798	-9.29252e-10		8.35074e-06	20.0000	5.30636e-10	2.24982	6.14400e-09	-4.39279	-1.11680e-06	0.00000	6.64261	41680.7	41400.9	4821.45	13800.3	1607.15	0.116458	0.00000
Chromosome12_20Hz-data-2023.06.06-17.14.16.819_24.jpk-force	24	-0.00232333	0.000101798	-9.46828e-10		9.28459e-06	20.0000	3.37682e-10	4.30546	7.55548e-09	-3.83396	-2.03590e-06	0.00000	8.13942	19597.0	19399.6	2774.59	6466.53	924.864	0.143023	0.00000
