Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_00.jpk-force	0	3.73776e-05	-0.00110862	-3.93626e-09		2.26997e-06	2.00000	1.10190e-09	1.94030	1.98610e-09	-8.83847	-4.87235e-08	0.00000	10.7788	1.02005e+06	1.00205e+06	190766	334016	63588.7	0.190376	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_01.jpk-force	1	3.81776e-05	-0.00110862	-3.94005e-09		3.83315e-06	2.00000	1.11864e-09	1.80027	1.86207e-09	-8.94257	-1.61417e-06	0.00000	10.7428	269989	265257	50326.3	88418.9	16775.4	0.189727	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_02.jpk-force	2	3.89776e-05	-0.00110862	-3.92560e-09		2.23611e-06	2.00000	1.07553e-09	3.51904	2.22523e-09	-13.3769	-1.30011e-08	0.00000	16.8959	1.70849e+06	1.63474e+06	496545	544914	165515	0.303745	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_03.jpk-force	3	3.97776e-05	-0.00110862	-3.95000e-09		3.46632e-06	2.00000	1.09602e-09	2.19065	2.03468e-09	-9.58577	-1.23784e-06	0.00000	11.7764	253840	248497	51807.0	82832.4	17269.0	0.208481	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_04.jpk-force	4	4.05776e-05	-0.00110862	-3.95442e-09		3.54826e-06	2.00000	1.07543e-09	2.71127	2.19703e-09	-10.6125	-1.31508e-06	0.00000	13.3237	227771	221641	52490.6	73880.2	17496.9	0.236827	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_05.jpk-force	5	4.05776e-05	-0.00110782	-3.99124e-09		3.68705e-06	2.00000	1.05096e-09	4.35095	2.43060e-09	-14.6607	-1.45545e-06	0.00000	19.0117	197456	186685	64323.4	62228.3	21441.1	0.344556	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_06.jpk-force	6	3.97776e-05	-0.00110782	-3.96996e-09		3.72499e-06	2.00000	8.68081e-10	7.55231	3.81868e-09	-13.1087	-1.49574e-06	0.00000	20.6610	103342	96695.7	36463.1	32231.9	12154.4	0.377091	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_07.jpk-force	7	3.89776e-05	-0.00110782	-3.98234e-09		3.97988e-06	2.00000	8.43773e-11	17.6113	9.41605e-09	-1.33434	-1.52273e-06	0.00000	18.9456	4062.11	3842.05	1318.84	1280.68	439.615	0.343266	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_08.jpk-force	8	3.81776e-05	-0.00110782	-3.97089e-09		4.00290e-06	2.00000	8.25132e-11	15.3608	9.42173e-09	-1.17048	-1.57502e-06	0.00000	16.5313	3949.71	3786.45	1123.85	1262.15	374.616	0.296808	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_09.jpk-force	9	3.73776e-05	-0.00110782	-3.99554e-09		3.87009e-06	2.00000	1.05637e-09	3.07373	2.34384e-09	-10.9840	-1.64244e-06	0.00000	14.0577	202073	196021	49083.3	65340.5	16361.1	0.250398	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_10.jpk-force	10	3.73776e-05	-0.00110702	-4.00423e-09		3.83907e-06	2.00000	1.18468e-10	14.4533	9.16657e-09	-1.55698	-1.58402e-06	0.00000	16.0103	5823.81	5597.92	1606.26	1865.97	535.421	0.286940	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_11.jpk-force	11	3.81776e-05	-0.00110702	-4.00090e-09		4.26434e-06	2.00000	7.61993e-11	17.1303	9.47104e-09	-1.18721	-9.47339e-07	0.00000	18.3176	4056.82	3851.26	1274.99	1283.75	424.997	0.331058	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_12.jpk-force	12	3.89776e-05	-0.00110702	-3.99538e-09		4.33162e-06	2.00000	6.11256e-11	17.0788	9.57545e-09	-0.978116	-8.34576e-07	0.00000	18.0569	3343.71	3179.03	1036.42	1059.68	345.474	0.326018	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_13.jpk-force	13	3.97776e-05	-0.00110702	-4.01730e-09		3.82850e-06	2.00000	8.57364e-11	17.6498	9.40688e-09	-1.35674	-1.49896e-06	0.00000	19.0065	4141.90	3916.09	1348.92	1305.36	449.638	0.344455	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_14.jpk-force	14	4.05776e-05	-0.00110702	-4.00624e-09		3.36318e-06	2.00000	1.15269e-09	1.50652	1.60992e-09	-9.09013	-1.12963e-06	0.00000	10.5967	344579	338702	63365.9	112901	21122.0	0.187084	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_15.jpk-force	15	4.05776e-05	-0.00110622	-4.02876e-09		3.69619e-06	2.00000	1.07777e-09	1.87274	2.15743e-09	-7.73010	-1.45905e-06	0.00000	9.60284	228036	224841	38040.5	74946.9	12680.2	0.169188	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_16.jpk-force	16	3.97776e-05	-0.00110622	-4.04409e-09		2.81578e-06	2.00000	1.17327e-09	1.08380	1.45119e-09	-7.72852	-5.83055e-07	0.00000	8.81232	479446	473786	73450.3	157929	24483.4	0.155028	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_17.jpk-force	17	3.89776e-05	-0.00110622	-4.06605e-09		4.11868e-06	2.00000	9.77853e-11	17.2917	9.32223e-09	-1.50588	-1.37524e-06	0.00000	18.7976	4838.89	4580.80	1559.21	1526.93	519.738	0.340380	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_18.jpk-force	18	3.81776e-05	-0.00110622	-4.04881e-09		4.37078e-06	2.00000	8.63601e-11	19.5296	9.40963e-09	-1.48274	-1.56586e-06	0.00000	21.0123	4142.73	3867.25	1485.46	1289.08	495.152	0.384111	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_19.jpk-force	19	3.73776e-05	-0.00110622	-4.05317e-09		3.71616e-06	2.00000	9.50493e-10	7.94465	3.28278e-09	-17.5916	-1.49148e-06	0.00000	25.5362	131686	118822	56767.3	39607.2	18922.4	0.477752	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_20.jpk-force	20	3.73776e-05	-0.00110542	-4.04783e-09		4.01020e-06	2.00000	1.18951e-09	1.27097	1.33926e-09	-9.70437	-1.78522e-06	0.00000	10.9753	394194	386984	75049.2	128995	25016.4	0.193934	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_21.jpk-force	21	3.81776e-05	-0.00110542	-4.06835e-09		2.23935e-06	2.00000	1.10449e-09	3.49028	2.02257e-09	-15.0134	-1.25935e-08	0.00000	18.5037	1.96112e+06	1.85974e+06	622393	619914	207464	0.334667	0.00000
Chromosome20_2Hz-data-2023.06.07-11.45.11.120_22.jpk-force	22	3.89776e-05	-0.00110542	-4.08064e-09		2.24367e-06	2.00000	1.14237e-09	1.06132	1.67402e-09	-6.43971	-1.56588e-08	0.00000	7.50104	2.19910e+06	2.18028e+06	287079	726759	95693.1	0.131671	0.00000
