Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_00.jpk-force	0	0.000308896	-0.00209302	-6.65523e-10		8.35267e-06	2.00000	1.32951e-09	1.29373	3.89879e-10	-39.9641	-1.45220e-06	0.00000	41.2579	1.55785e+06	1.17111e+06	1.02732e+06	390371	342441	0.877219	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_01.jpk-force	1	0.000309696	-0.00209302	-6.68080e-10		8.38709e-06	2.00000	1.39547e-09	0.279379	2.02163e-10	-156.355	-1.48558e-06	0.00000	156.634	3.14146e+06	-2.88384e+06	1.24590e+06	-961279	415301	-0.432030	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_02.jpk-force	2	0.000310496	-0.00209302	-6.68316e-10		8.69135e-06	2.00000	1.33085e-09	0.665149	3.21208e-10	-26.6905	-1.78406e-06	0.00000	27.3556	1.83900e+06	1.63335e+06	845043	544449	281681	0.517369	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_03.jpk-force	3	0.000311296	-0.00209302	-6.64336e-10		8.70908e-06	2.00000	1.38873e-09	0.662743	2.01189e-10	-132.325	-1.80095e-06	0.00000	132.988	3.06059e+06	-2.08683e+06	2.23882e+06	-695611	746275	-1.07283	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_04.jpk-force	4	0.000312096	-0.00209302	-6.75771e-10		8.39339e-06	2.00000	1.38799e-09	0.337706	1.59367e-10	-145.035	-1.48136e-06	0.00000	145.373	3.96555e+06	-3.26313e+06	2.25335e+06	-1.08771e+06	751116	-0.690547	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_05.jpk-force	5	0.000312096	-0.00209222	-6.72581e-10		8.70984e-06	2.00000	1.39628e-09	0.0384350	1.95155e-10	-168.674	-1.79755e-06	0.00000	168.713	3.17304e+06	-3.11167e+06	621052	-1.03722e+06	207017	-0.199588	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_06.jpk-force	6	0.000311296	-0.00209222	-6.79307e-10		8.67166e-06	2.00000	8.51801e-11	8.81954	9.38696e-09	-0.774568	-1.67172e-06	0.00000	9.59411	4059.05	4002.28	676.512	1334.09	225.504	0.169032	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_07.jpk-force	7	0.000310496	-0.00209222	-6.74502e-10		8.93350e-06	2.00000	5.04178e-11	7.84246	9.63632e-09	-0.484581	-1.59176e-06	0.00000	8.32704	2356.03	2331.19	341.207	777.062	113.736	0.146366	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_08.jpk-force	8	0.000309696	-0.00209222	-6.93139e-10		8.74174e-06	2.00000	5.69658e-11	9.25353	9.59067e-09	-0.587795	-1.74890e-06	0.00000	9.84133	2642.29	2603.41	451.621	867.803	150.540	0.173473	0.00000
Chromosome11_2Hz-data-2023.06.06-16.20.49.595_09.jpk-force	9	0.000308896	-0.00209222	-7.20482e-10		9.00357e-06	2.00000	1.09923e-09	7.88024	2.34395e-09	-28.8645	-2.10100e-06	0.00000	36.7447	205165	164401	122740	54800.3	40913.4	0.746591	0.00000
