Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_00.jpk-force	0	0.000259261	-0.00130087	1.09167e-09		1.29741e-06	200.000	1.21413e-09	341.078	7.05425e-10	-25.2653	-6.20790e-09	0.00000	6.34313	8.79285e+06	8.73902e+06	971455	2.91301e+06	323818	0.111163	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_01.jpk-force	1	0.000260261	-0.00130087	5.45240e-10		2.35375e-06	200.000	1.16340e-09	342.099	1.09417e-09	-30.6658	-1.04438e-06	0.00000	12.7649	521963	509062	115328	169687	38442.8	0.226551	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_02.jpk-force	2	0.000261261	-0.00130087	5.61842e-10		2.93565e-06	200.000	1.18965e-09	341.526	8.84414e-10	-27.6565	-1.61191e-06	0.00000	9.18298	604642	596893	96493.6	198964	32164.5	0.161660	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_03.jpk-force	3	0.000262261	-0.00130087	5.87639e-10		2.77853e-06	200.000	1.18577e-09	341.722	9.14086e-10	-29.0848	-1.44654e-06	0.00000	10.8067	593019	582502	111189	194167	37063.1	0.190882	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_04.jpk-force	4	0.000263261	-0.00130087	6.09942e-10		2.67915e-06	200.000	1.12710e-09	342.137	1.36442e-09	-28.4037	-1.33390e-06	0.00000	10.5407	383304	376835	70119.3	125612	23373.1	0.186074	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_05.jpk-force	5	0.000263261	-0.00129987	6.22028e-10		2.93770e-06	200.000	1.17352e-09	342.015	1.01122e-09	-29.3199	-1.58973e-06	0.00000	11.3352	522671	512476	102730	170825	34243.5	0.200459	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_06.jpk-force	6	0.000262261	-0.00129987	6.20432e-10		2.98318e-06	200.000	1.71572e-10	4.15136	8.42778e-09	-22.5875	-1.31782e-06	0.00000	26.7388	9469.00	8456.44	4260.33	2818.81	1420.11	0.503797	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_07.jpk-force	7	0.000261261	-0.00129987	6.26199e-10		3.30877e-06	200.000	1.56939e-10	4.07322	8.53383e-09	-22.2109	-1.45370e-06	0.00000	26.2841	8399.90	7531.42	3719.67	2510.47	1239.89	0.493886	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_08.jpk-force	8	0.000260261	-0.00129987	6.35939e-10		3.17922e-06	200.000	1.16296e-09	341.706	1.09104e-09	-27.5387	-1.83454e-06	0.00000	9.24449	471711	465584	75779.2	155195	25259.7	0.162762	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_09.jpk-force	9	0.000259261	-0.00129987	6.46538e-10		2.26960e-06	200.000	1.11196e-09	342.575	1.47488e-09	-29.5137	-9.26238e-07	0.00000	12.0884	382643	374158	80133.4	124719	26711.1	0.214170	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_10.jpk-force	10	0.000259261	-0.00129887	6.39662e-10		2.89207e-06	200.000	1.18709e-09	341.636	9.09370e-10	-27.6182	-1.54293e-06	0.00000	9.25448	590543	582857	94971.0	194286	31657.0	0.162941	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_11.jpk-force	11	0.000260261	-0.00129887	6.49852e-10		2.27341e-06	200.000	1.13760e-09	341.910	1.26227e-09	-26.8221	-9.13675e-07	0.00000	8.73260	459236	453912	69722.7	151304	23240.9	0.153604	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_12.jpk-force	12	0.000261261	-0.00129887	6.53087e-10		3.48154e-06	200.000	1.59219e-10	4.70262	8.52240e-09	-22.2002	-1.41378e-06	0.00000	26.9028	8574.94	7646.92	3879.97	2548.97	1293.32	0.507390	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_13.jpk-force	13	0.000262261	-0.00129887	6.62167e-10		3.50297e-06	200.000	1.73634e-10	4.61719	8.42537e-09	-22.6653	-1.70456e-06	0.00000	27.2825	9195.86	8172.89	4215.18	2724.30	1405.06	0.515751	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_14.jpk-force	14	0.000263261	-0.00129887	6.73888e-10		2.49082e-06	200.000	1.14873e-09	342.125	1.20206e-09	-28.8028	-1.10559e-06	0.00000	10.9277	462340	453957	87646.2	151319	29215.4	0.193072	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_15.jpk-force	15	0.000263261	-0.00129787	6.78997e-10		2.92185e-06	200.000	1.18564e-09	341.603	9.21043e-10	-28.1280	-1.53249e-06	0.00000	9.73052	582956	574570	98528.0	191523	32842.7	0.171481	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_16.jpk-force	16	0.000262261	-0.00129787	6.68675e-10		3.19706e-06	200.000	1.19413e-09	341.434	8.45277e-10	-25.6218	-1.81021e-06	0.00000	7.05611	626048	621307	76904.5	207102	25634.8	0.123779	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_17.jpk-force	17	0.000261261	-0.00129787	6.58696e-10		3.28008e-06	200.000	1.13937e-10	4.64593	8.81918e-09	-21.1156	-1.16844e-06	0.00000	25.7615	6167.73	5554.72	2680.65	1851.57	893.552	0.482590	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_18.jpk-force	18	0.000260261	-0.00129787	6.53450e-10		2.84296e-06	200.000	1.08689e-09	344.260	1.65488e-09	-25.2353	-1.45213e-06	0.00000	9.49508	300046	295935	49496.4	98645.0	16498.8	0.167254	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_19.jpk-force	19	0.000259261	-0.00129787	6.51070e-10		2.91497e-06	200.000	1.17207e-09	341.964	1.02924e-09	-29.7972	-1.52931e-06	0.00000	11.7616	515869	505038	105155	168346	35051.6	0.208212	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_20.jpk-force	20	0.000259261	-0.00129687	6.44407e-10		3.17153e-06	200.000	1.16743e-09	341.317	1.03218e-09	-23.7550	-1.77880e-06	0.00000	5.07195	502175	500208	44395.6	166736	14798.5	0.0887542	0.00000
Chromosome2_200Hz-data-2023.06.06-11.30.57.644_21.jpk-force	21	0.000260261	-0.00129687	6.93909e-10		2.08337e-06	200.000	1.20923e-09	341.321	7.39888e-10	-26.0740	-6.85778e-07	0.00000	7.39462	913826	906226	117612	302075	39203.9	0.129782	0.00000
