Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_00.jpk-force	0	1.50210e-05	-0.00116645	-3.14311e-09		1.93789e-06	20.0000	1.33569e-09	358.821	2.84595e-10	-28.7741	-5.09871e-08	0.00000	27.5946	8.43894e+06	7.47898e+06	3.90903e+06	2.49299e+06	1.30301e+06	0.522668	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_01.jpk-force	1	1.58210e-05	-0.00116645	-3.16471e-09		2.40484e-06	20.0000	1.27748e-09	0.861616	8.24287e-10	-35.3644	-5.16350e-07	0.00000	36.2260	962754	776646	568960	258882	189653	0.732586	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_02.jpk-force	2	1.66210e-05	-0.00116645	-3.18848e-09		3.05577e-06	20.0000	1.34829e-09	358.927	2.18697e-10	-44.5636	-1.16625e-06	0.00000	43.4907	2.94455e+06	2.13623e+06	2.02654e+06	712076	675515	0.948656	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_03.jpk-force	3	1.74210e-05	-0.00116645	-3.15490e-09		3.65308e-06	20.0000	1.33135e-09	359.460	3.71249e-10	-41.5691	-1.76074e-06	0.00000	41.0295	1.59406e+06	1.20252e+06	1.04642e+06	400839	348806	0.870190	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_04.jpk-force	4	1.82210e-05	-0.00116645	-3.16006e-09		2.42113e-06	20.0000	1.28501e-09	0.457628	7.41291e-10	-33.7286	-5.26599e-07	0.00000	34.1862	1.06866e+06	884009	600461	294670	200154	0.679248	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_05.jpk-force	5	1.82210e-05	-0.00116565	-3.17886e-09		2.46622e-06	20.0000	1.33108e-09	359.523	3.79251e-10	-42.4772	-5.70609e-07	0.00000	41.9999	2.09828e+06	1.55933e+06	1.40402e+06	519776	468006	0.900400	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_06.jpk-force	6	1.74210e-05	-0.00116565	-3.18548e-09		3.72573e-06	20.0000	1.12796e-10	8.00816	9.19130e-09	-2.79782	-1.34977e-06	0.00000	10.8060	5681.33	5580.59	1065.16	1860.20	355.053	0.190868	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_07.jpk-force	7	1.66210e-05	-0.00116565	-3.18300e-09		4.03462e-06	20.0000	1.51589e-10	10.1875	8.92189e-09	-3.40194	-1.38515e-06	0.00000	13.5895	7827.50	7608.37	1839.17	2536.12	613.058	0.241731	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_08.jpk-force	8	1.58210e-05	-0.00116565	-3.24714e-09		5.14330e-06	20.0000	1.25560e-10	11.6563	9.11302e-09	-3.25141	-2.29276e-06	0.00000	14.9077	5997.08	5795.23	1542.82	1931.74	514.274	0.266223	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_09.jpk-force	9	1.50210e-05	-0.00116565	-3.16876e-09		4.02867e-06	20.0000	1.24247e-10	10.3345	9.11747e-09	-3.13290	-1.62526e-06	0.00000	13.4674	6118.59	5950.35	1424.97	1983.45	474.989	0.239476	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_10.jpk-force	10	1.50210e-05	-0.00116485	-3.17159e-09		4.00595e-06	20.0000	1.23457e-10	13.5886	9.13619e-09	-3.42205	-1.31841e-06	0.00000	17.0106	6284.66	6009.71	1838.57	2003.24	612.857	0.305934	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_11.jpk-force	11	1.58210e-05	-0.00116485	-3.17140e-09		3.69880e-06	20.0000	1.88373e-10	10.9749	8.66668e-09	-3.93359	-7.22436e-07	0.00000	14.9085	11936.4	11534.6	3070.94	3844.86	1023.65	0.266238	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_12.jpk-force	12	1.66210e-05	-0.00116485	-3.17040e-09		4.02276e-06	20.0000	2.12540e-10	9.88542	8.48880e-09	-4.03831	-1.15182e-06	0.00000	13.9237	11993.5	11641.1	2886.00	3880.37	962.000	0.247914	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_13.jpk-force	13	1.74210e-05	-0.00116485	-3.15359e-09		4.58772e-06	20.0000	1.37479e-10	10.1741	9.02278e-09	-3.24275	-1.91014e-06	0.00000	13.4169	6716.58	6533.26	1558.48	2177.75	519.493	0.238545	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_14.jpk-force	14	1.82210e-05	-0.00116485	-3.14636e-09		2.76066e-06	20.0000	1.32582e-09	359.161	3.74667e-10	-31.5712	-8.58879e-07	0.00000	30.7326	1.83709e+06	1.57909e+06	938809	526363	312936	0.594526	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_15.jpk-force	15	1.82210e-05	-0.00116405	-3.16255e-09		3.67538e-06	20.0000	1.33089e-09	359.572	3.86363e-10	-43.3308	-1.77023e-06	0.00000	42.9030	1.53025e+06	1.12092e+06	1.04173e+06	373639	347243	0.929354	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_16.jpk-force	16	1.74210e-05	-0.00116405	-3.15803e-09		3.11589e-06	20.0000	1.54387e-10	12.1231	8.91227e-09	-3.67390	-5.49795e-07	0.00000	15.7970	10503.5	10106.8	2859.38	3368.95	953.127	0.282915	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_17.jpk-force	17	1.66210e-05	-0.00116405	-3.16204e-09		3.96543e-06	20.0000	2.23616e-10	10.5231	8.41483e-09	-4.30330	-1.18434e-06	0.00000	14.8264	12647.0	12225.9	3236.24	4075.30	1078.75	0.264704	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_18.jpk-force	18	1.58210e-05	-0.00116405	-3.16608e-09		4.02067e-06	20.0000	1.67040e-10	11.0972	8.81769e-09	-3.68600	-1.14454e-06	0.00000	14.7832	9088.14	8787.31	2318.95	2929.10	772.984	0.263898	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_19.jpk-force	19	1.50210e-05	-0.00116405	-3.16695e-09		3.74064e-06	20.0000	1.38263e-10	13.9171	9.03481e-09	-3.67097	-1.60026e-06	0.00000	17.5881	6885.96	6564.06	2080.74	2188.02	693.581	0.316990	0.00000
Chromosome18_20Hz-data-2023.06.07-11.24.49.183_20.jpk-force	20	1.50210e-05	-0.00116325	-3.15760e-09		3.42967e-06	20.0000	1.36030e-09	358.798	1.47046e-10	-62.2733	-1.52861e-06	0.00000	61.0709	4.19097e+06	2.02729e+06	3.66802e+06	675763	1.22267e+06	1.80932	0.00000
