Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_00.jpk-force	0	-0.000117915	-0.00113899	-1.54881e-09		1.75661e-06	20.0000	1.40165e-09	358.556	2.43963e-10	-160.733	-2.25033e-08	0.00000	159.289	1.54647e+07	-1.44653e+07	5.46922e+06	-4.82177e+06	1.82307e+06	-0.378092	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_01.jpk-force	1	-0.000117215	-0.00113899	-1.55798e-09		2.34224e-06	20.0000	1.41435e-09	358.217	3.23584e-10	-177.065	-6.06010e-07	0.00000	175.282	2.55507e+06	-2.54641e+06	210179	-848803	70059.6	-0.0825393	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_02.jpk-force	2	-0.000116515	-0.00113899	-1.55949e-09		2.93773e-06	20.0000	1.40209e-09	358.647	2.53938e-10	-157.831	-1.19706e-06	0.00000	156.478	2.62132e+06	-2.40350e+06	1.04619e+06	-801167	348729	-0.435276	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_03.jpk-force	3	-0.000115815	-0.00113899	-1.56021e-09		2.39653e-06	20.0000	1.41157e-09	358.276	3.04350e-10	-174.883	-6.56236e-07	0.00000	173.159	2.63394e+06	-2.61519e+06	313754	-871729	104585	-0.119974	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_04.jpk-force	4	-0.000115115	-0.00113899	-1.56511e-09		3.28675e-06	20.0000	1.41946e-09	358.612	3.72352e-10	-166.675	-1.54499e-06	0.00000	165.287	1.72422e+06	-1.66768e+06	437911	-555893	145970	-0.262587	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_05.jpk-force	5	-0.000115115	-0.00113829	-1.55902e-09		1.89698e-06	20.0000	1.42017e-09	358.291	3.67696e-10	-175.379	-1.52431e-07	0.00000	173.670	4.09723e+06	-4.07225e+06	451756	-1.35742e+06	150585	-0.110935	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_06.jpk-force	6	-0.000115815	-0.00113829	-1.56813e-09		3.23680e-06	20.0000	1.21776e-10	12.6057	9.14373e-09	-3.32839	-1.43791e-06	0.00000	15.9341	6094.55	5860.38	1673.15	1953.46	557.716	0.285502	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_07.jpk-force	7	-0.000116515	-0.00113829	-1.57972e-09		2.96948e-06	20.0000	9.03439e-11	9.86140	9.35647e-09	-2.74082	-8.21755e-07	0.00000	12.6022	5082.44	4960.00	1108.89	1653.33	369.631	0.223567	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_08.jpk-force	8	-0.000117215	-0.00113829	-1.58301e-09		2.83770e-06	20.0000	1.40172e-09	358.309	2.34242e-10	-171.011	-1.09859e-06	0.00000	169.320	2.89972e+06	-2.84949e+06	537362	-949831	179121	-0.188582	0.00000
Chromosome15_20Hz-data-2023.06.07-10.49.53.099_09.jpk-force	9	-0.000117915	-0.00113829	-1.58639e-09		1.87606e-06	20.0000	1.02752e-09	2.61367	2.59427e-09	-15.1733	-1.32168e-07	0.00000	17.7870	449415	427932	137287	142644	45762.2	0.320814	0.00000
