Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_00.jpk-force	0	0.000189173	-0.00184666	-3.83063e-09		8.11974e-06	200.000	1.24268e-09	342.303	5.37814e-10	-32.0079	-1.10182e-06	0.00000	14.3114	1.11884e+06	1.08412e+06	276567	361372	92188.9	0.255108	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_01.jpk-force	1	0.000190173	-0.00184666	-3.84441e-09		8.78835e-06	200.000	6.11339e-10	7.36182	5.91144e-09	-37.7893	-1.74974e-06	0.00000	45.1511	46002.3	32442.6	32614.2	10814.2	10871.4	1.00529	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_02.jpk-force	2	0.000191173	-0.00184666	-3.83855e-09		8.82954e-06	200.000	1.15687e-10	15.2949	8.90532e-09	-21.3977	-1.44059e-06	0.00000	36.6927	5942.87	4765.31	3551.00	1588.44	1183.67	0.745178	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_03.jpk-force	3	0.000192173	-0.00184666	-3.80881e-09		8.50859e-06	200.000	1.34723e-10	17.7777	8.82536e-09	-22.2723	-1.43580e-06	0.00000	40.0500	6987.54	5348.85	4496.18	1782.95	1498.73	0.840588	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_04.jpk-force	4	0.000193173	-0.00184666	-3.71094e-09		7.05019e-06	200.000	1.28042e-09	342.707	3.22919e-10	-55.7730	-1.28851e-08	0.00000	38.4800	1.40786e+07	1.10211e+07	8.76028e+06	3.67369e+06	2.92009e+06	0.794867	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_05.jpk-force	5	0.000193173	-0.00184566	-3.82943e-09		8.55931e-06	200.000	9.40085e-10	354.430	3.28591e-09	-46.4187	-1.51703e-06	0.00000	40.8491	129766	98159.5	84876.0	32719.8	28292.0	0.864674	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_06.jpk-force	6	0.000192173	-0.00184566	-3.83462e-09		9.15077e-06	200.000	7.77678e-11	15.3108	9.13903e-09	-20.2257	-1.32701e-06	0.00000	35.5364	3952.49	3216.32	2297.27	1072.11	765.756	0.714253	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_07.jpk-force	7	0.000191173	-0.00184566	-3.84559e-09		9.48798e-06	200.000	1.14287e-10	14.6353	8.90841e-09	-21.3083	-1.90131e-06	0.00000	35.9436	5657.59	4580.36	3320.94	1526.79	1106.98	0.725040	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_08.jpk-force	8	0.000190173	-0.00184566	-3.84377e-09		8.82491e-06	200.000	4.54142e-10	356.864	6.45978e-09	-26.3479	-1.78548e-06	0.00000	23.2123	31201.4	28675.7	12297.7	9558.56	4099.24	0.428855	0.00000
Chromosome7_200Hz-data-2023.06.06-15.32.26.051_09.jpk-force	9	0.000189173	-0.00184566	-3.84041e-09		8.83409e-06	200.000	1.29562e-09	342.646	2.33847e-10	-72.0166	-1.80981e-06	0.00000	54.6628	2.45533e+06	1.42013e+06	2.00297e+06	473377	667656	1.41041	0.00000
