Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_00.jpk-force	0	-0.000106984	-0.00109731	-4.03819e-10		1.83694e-06	200.000	1.37724e-09	341.017	5.13464e-10	171.164	-4.03670e-10	0.00000	169.853	5.36772e+07	-5.28376e+07	9.45675e+06	-1.76125e+07	3.15225e+06	-0.178978	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_01.jpk-force	1	-0.000106184	-0.00109731	-2.55059e-09		4.32035e-06	200.000	3.92547e-11	3.94058	9.30335e-09	-19.7005	-8.80754e-07	0.00000	23.6411	2173.74	1991.31	871.682	663.770	290.561	0.437743	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_02.jpk-force	2	-0.000105384	-0.00109731	-2.65210e-09		5.29428e-06	200.000	5.65481e-11	3.48244	9.19573e-09	-19.8465	-1.12692e-06	0.00000	23.3290	2961.18	2719.10	1172.66	906.365	390.886	0.431267	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_03.jpk-force	3	-0.000104584	-0.00109731	-2.38588e-09		3.54636e-06	200.000	1.29095e-09	341.745	2.35564e-10	-75.0236	-1.68460e-06	0.00000	56.7682	2.44899e+06	1.34212e+06	2.04848e+06	447372	682827	1.52631	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_04.jpk-force	4	-0.000103784	-0.00109731	-2.62944e-09		4.07309e-06	200.000	1.20252e-09	344.003	9.46633e-10	-53.2966	-2.20364e-06	0.00000	37.2999	554091	440765	335772	146922	111924	0.761792	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_05.jpk-force	5	-0.000103784	-0.00109651	-2.50033e-09		3.62073e-06	200.000	5.90127e-11	3.10983	9.16400e-09	-20.1342	-6.94795e-07	0.00000	23.2440	3584.27	3293.35	1414.52	1097.78	471.508	0.429510	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_06.jpk-force	6	-0.000104584	-0.00109651	-2.66253e-09		5.09232e-06	200.000	3.41920e-11	9.62363	9.36057e-09	-19.5833	-1.07467e-06	0.00000	29.2069	1779.91	1553.62	868.534	517.872	289.511	0.559040	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_07.jpk-force	7	-0.000105384	-0.00109651	-2.67439e-09		5.27957e-06	200.000	7.74800e-11	358.768	9.03814e-09	-20.0129	-9.72781e-07	0.00000	18.7808	4290.26	4061.83	1381.24	1353.94	460.414	0.340054	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_08.jpk-force	8	-0.000106184	-0.00109651	-2.67720e-09		4.74318e-06	200.000	6.04108e-11	2.61579	9.16398e-09	-19.9199	-5.61400e-07	0.00000	22.5357	3965.43	3662.64	1519.79	1220.88	506.596	0.414944	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_09.jpk-force	9	-0.000106984	-0.00109651	-2.63715e-09		3.71183e-06	200.000	1.33753e-09	341.173	2.31934e-10	-172.615	-1.84409e-06	0.00000	153.788	2.55070e+06	-2.28840e+06	1.12663e+06	-762800	375545	-0.492324	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_10.jpk-force	10	-0.000106984	-0.00109571	-2.66416e-09		3.63983e-06	200.000	1.30678e-09	341.353	1.38093e-10	-106.918	-1.76677e-06	0.00000	88.2709	4.20477e+06	126872	4.20286e+06	42290.5	1.40095e+06	33.1269	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_11.jpk-force	11	-0.000106184	-0.00109571	-2.66754e-09		3.98844e-06	200.000	6.41914e-11	5.17444	9.14643e-09	-20.2924	-8.27528e-07	0.00000	25.4669	3685.95	3327.80	1584.92	1109.27	528.307	0.476266	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_12.jpk-force	12	-0.000105384	-0.00109571	-2.69736e-09		4.76371e-06	200.000	6.11678e-11	4.27293	9.16037e-09	-20.1490	-1.25653e-06	0.00000	24.4219	3136.51	2855.88	1296.80	951.959	432.267	0.454082	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_13.jpk-force	13	-0.000104584	-0.00109571	-2.69173e-09		4.71184e-06	200.000	8.27457e-11	1.14757	9.00195e-09	-20.4477	-1.39630e-06	0.00000	21.5953	4228.46	3931.65	1556.28	1310.55	518.759	0.395833	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_14.jpk-force	14	-0.000103784	-0.00109571	-2.68480e-09		5.04010e-06	200.000	8.42014e-11	359.795	8.98149e-09	-20.3005	-1.86323e-06	0.00000	20.0955	4142.35	3890.17	1423.25	1296.72	474.418	0.365859	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_15.jpk-force	15	-0.000103784	-0.00109491	-2.66974e-09		4.99154e-06	200.000	6.51487e-11	3.46672	9.12345e-09	-20.2314	-1.84844e-06	0.00000	23.6982	3157.66	2891.39	1269.12	963.798	423.041	0.438931	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_16.jpk-force	16	-0.000104584	-0.00109491	-2.69958e-09		4.64997e-06	200.000	6.52573e-11	5.52496	9.12924e-09	-20.4059	-1.55209e-06	0.00000	25.9308	3230.83	2905.56	1412.80	968.519	470.932	0.486239	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_17.jpk-force	17	-0.000105384	-0.00109491	-2.70331e-09		4.38072e-06	200.000	5.83798e-11	4.07279	9.17360e-09	-20.1429	-1.10225e-06	0.00000	24.2157	3081.21	2810.09	1263.83	936.696	421.276	0.449747	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_18.jpk-force	18	-0.000106184	-0.00109491	-2.70115e-09		4.01368e-06	200.000	7.39013e-11	0.788414	9.05783e-09	-20.3510	-1.12855e-06	0.00000	21.1394	3927.43	3663.13	1416.38	1221.04	472.128	0.386659	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_19.jpk-force	19	-0.000106984	-0.00109491	-2.70553e-09		3.65568e-06	200.000	7.83348e-11	1.87011	9.02796e-09	-20.5265	-1.09697e-06	0.00000	22.3966	4206.15	3888.87	1602.61	1296.29	534.203	0.412101	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_20.jpk-force	20	-0.000106984	-0.00109411	-2.70792e-09		3.71526e-06	200.000	1.54742e-10	355.739	8.46986e-09	-21.2805	-1.22360e-06	0.00000	17.0195	8631.18	8253.18	2526.32	2751.06	842.106	0.306103	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_21.jpk-force	21	-0.000106184	-0.00109411	-2.70833e-09		3.95790e-06	200.000	1.40916e-10	354.881	8.56525e-09	-20.9703	-1.41074e-06	0.00000	15.8514	7554.16	7266.90	2063.37	2422.30	687.790	0.283941	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_22.jpk-force	22	-0.000105384	-0.00109411	-2.70935e-09		4.08212e-06	200.000	8.10237e-11	0.650732	8.99706e-09	-20.7286	-1.68002e-06	0.00000	21.3793	4025.76	3748.74	1467.55	1249.58	489.185	0.391480	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_23.jpk-force	23	-0.000104584	-0.00109411	-2.70588e-09		2.34916e-06	200.000	1.93926e-10	353.470	8.17681e-09	-21.6629	-1.50845e-07	0.00000	15.1324	25282.8	24406.1	6600.09	8135.37	2200.03	0.270428	0.00000
Chromosome16_200Hz-data-2023.06.07-11.08.06.640_24.jpk-force	24	-0.000103784	-0.00109411	-2.69572e-09		2.30305e-06	200.000	1.97727e-10	354.848	8.16151e-09	-21.9684	-1.89649e-07	0.00000	16.8160	23212.1	22219.5	6715.24	7406.50	2238.41	0.302223	0.00000
