Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Contact Point Offset [m]	Oscillation Frequency [Hz]	Force Amplitude [N]	Force Phase [deg]	Indentation Amplitude [m]	Indentation Phase [deg]	Indentation Mean [m]	Phase Offset [deg]	Phase Delta [deg]	Youngs Modulus [Pa]	Storage Modulus E' [Pa]	Loss Modulus E'' [Pa]	Shear Storage G' [Pa]	Shear Loss G'' [Pa]	Loss Tan	Drag Correction [Pa]
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_00.jpk-force	0	1.50210e-05	-0.00116645	-3.28017e-09		2.15442e-06	200.000	1.28457e-09	341.335	2.20980e-10	-54.5549	-2.39108e-07	0.00000	35.8901	5.00976e+06	4.05862e+06	2.93689e+06	1.35287e+06	978963	0.723617	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_01.jpk-force	1	1.58210e-05	-0.00116645	-3.28596e-09		3.09903e-06	200.000	1.12058e-09	347.758	1.76763e-09	-55.3529	-1.17718e-06	0.00000	43.1105	302126	220563	206475	73521.0	68825.0	0.936128	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_02.jpk-force	2	1.66210e-05	-0.00116645	-3.28008e-09		3.37010e-06	200.000	1.20721e-09	343.405	8.75807e-10	-50.4899	-1.45062e-06	0.00000	33.8952	629822	522789	351237	174263	117079	0.671851	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_03.jpk-force	3	1.74210e-05	-0.00116645	-3.28000e-09		3.04243e-06	200.000	1.26717e-09	341.550	3.52547e-10	-48.8919	-1.12093e-06	0.00000	30.4420	1.73306e+06	1.49414e+06	878082	498048	292694	0.587682	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_04.jpk-force	4	1.82210e-05	-0.00116645	-3.28153e-09		2.07255e-06	200.000	1.26393e-09	342.087	4.11839e-10	-55.8110	-1.50657e-07	0.00000	37.8983	3.27358e+06	2.58319e+06	2.01083e+06	861063	670278	0.778430	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_05.jpk-force	5	1.82210e-05	-0.00116565	-3.29375e-09		3.12704e-06	200.000	1.22328e-09	342.157	6.66998e-10	-40.8540	-1.19864e-06	0.00000	23.0113	870445	801182	340268	267061	113423	0.424707	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_06.jpk-force	6	1.74210e-05	-0.00116565	-3.29084e-09		3.42546e-06	200.000	1.09092e-10	356.553	8.79285e-09	-20.7447	-1.01088e-06	0.00000	17.2980	6143.79	5865.91	1826.80	1955.30	608.934	0.311427	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_07.jpk-force	7	1.66210e-05	-0.00116565	-3.29695e-09		4.03474e-06	200.000	1.99950e-10	355.876	8.15567e-09	-21.8859	-1.33010e-06	0.00000	17.7615	11382.4	10839.9	3472.27	3613.29	1157.42	0.320323	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_08.jpk-force	8	1.58210e-05	-0.00116565	-3.30070e-09		4.34476e-06	200.000	1.91032e-10	356.226	8.22611e-09	-21.8247	-1.48828e-06	0.00000	18.0502	10565.6	10045.6	3273.75	3348.55	1091.25	0.325888	0.00000
Chromosome18_200Hz-data-2023.06.07-11.29.55.381_09.jpk-force	9	1.50210e-05	-0.00116565	-3.30053e-09		4.02949e-06	200.000	1.72750e-10	356.129	8.34904e-09	-21.6783	-1.58308e-06	0.00000	17.8071	9324.61	8877.88	2851.59	2959.29	950.531	0.321202	0.00000
